Data,Wartość dla NN Zrównoważony (A),Waluta
2010-01-22,238.19,PLN
2010-01-25,238.24,PLN
2010-01-26,236.77,PLN
2010-01-27,236.11,PLN
2010-01-28,236.16,PLN
2010-01-29,237.26,PLN
2010-02-01,236.50,PLN
2010-02-02,237.32,PLN
2010-02-03,237.82,PLN
2010-02-04,233.15,PLN
2010-02-05,229.37,PLN
2010-02-08,228.46,PLN
2010-02-09,229.84,PLN
2010-02-10,230.76,PLN
2010-02-11,229.29,PLN
2010-02-12,230.49,PLN
2010-02-15,232.43,PLN
2010-02-16,231.86,PLN
2010-02-17,233.44,PLN
2010-02-18,232.31,PLN
2010-02-19,232.81,PLN
2010-02-22,233.68,PLN
2010-02-23,232.32,PLN
2010-02-24,232.11,PLN
2010-02-25,230.66,PLN
2010-02-26,233.20,PLN
2010-03-01,234.31,PLN
2010-03-02,236.78,PLN
2010-03-03,236.99,PLN
2010-03-04,237.14,PLN
2010-03-05,238.94,PLN
2010-03-08,239.73,PLN
2010-03-09,239.66,PLN
2010-03-10,241.26,PLN
2010-03-11,241.48,PLN
2010-03-12,242.04,PLN
2010-03-15,241.87,PLN
2010-03-16,244.22,PLN
2010-03-17,245.06,PLN
2010-03-18,244.66,PLN
2010-03-19,244.27,PLN
2010-03-22,244.16,PLN
2010-03-23,245.58,PLN
2010-03-24,245.69,PLN
2010-03-25,248.27,PLN
2010-03-26,248.54,PLN
2010-03-29,248.27,PLN
2010-03-30,248.73,PLN
2010-03-31,248.65,PLN
2010-04-01,251.12,PLN
2010-04-06,252.07,PLN
2010-04-07,250.65,PLN
2010-04-08,248.52,PLN
2010-04-09,250.63,PLN
2010-04-12,251.60,PLN
2010-04-13,252.31,PLN
2010-04-14,253.69,PLN
2010-04-15,253.88,PLN
2010-04-16,253.20,PLN
2010-04-19,249.88,PLN
2010-04-20,251.92,PLN
2010-04-21,251.14,PLN
2010-04-22,248.23,PLN
2010-04-23,249.62,PLN
2010-04-26,252.49,PLN
2010-04-27,250.62,PLN
2010-04-28,247.89,PLN
2010-04-29,250.34,PLN
2010-04-30,251.68,PLN
2010-05-04,246.67,PLN
2010-05-05,243.59,PLN
2010-05-06,242.56,PLN
2010-05-07,238.87,PLN
2010-05-10,245.99,PLN
2010-05-11,245.06,PLN
2010-05-12,247.07,PLN
2010-05-13,247.11,PLN
2010-05-14,244.21,PLN
2010-05-17,244.86,PLN
2010-05-18,246.13,PLN
2010-05-19,242.37,PLN
2010-05-20,238.12,PLN
2010-05-21,238.52,PLN
2010-05-24,240.12,PLN
2010-05-25,236.53,PLN
2010-05-26,241.33,PLN
2010-05-27,243.24,PLN
2010-05-28,244.90,PLN
2010-05-31,245.39,PLN
2010-06-01,243.27,PLN
2010-06-02,243.80,PLN
2010-06-04,241.21,PLN
2010-06-07,239.82,PLN
2010-06-08,239.23,PLN
2010-06-09,240.05,PLN
2010-06-10,241.69,PLN
2010-06-11,241.42,PLN
2010-06-14,243.18,PLN
2010-06-15,243.34,PLN
2010-06-16,243.15,PLN
2010-06-17,242.04,PLN
2010-06-18,241.61,PLN
2010-06-21,242.87,PLN
2010-06-22,242.19,PLN
2010-06-23,239.87,PLN
2010-06-24,239.31,PLN
2010-06-25,239.45,PLN
2010-06-28,239.69,PLN
2010-06-29,236.77,PLN
2010-06-30,236.46,PLN
2010-07-01,236.26,PLN
2010-07-02,237.90,PLN
2010-07-05,237.55,PLN
2010-07-06,239.69,PLN
2010-07-07,239.75,PLN
2010-07-08,240.35,PLN
2010-07-09,240.13,PLN
2010-07-12,241.21,PLN
2010-07-13,242.30,PLN
2010-07-14,242.82,PLN
2010-07-15,243.14,PLN
2010-07-16,242.42,PLN
2010-07-19,242.08,PLN
2010-07-20,241.14,PLN
2010-07-21,243.65,PLN
2010-07-22,245.61,PLN
2010-07-23,245.96,PLN
2010-07-26,247.52,PLN
2010-07-27,247.56,PLN
2010-07-28,246.66,PLN
2010-07-29,247.37,PLN
2010-07-30,246.73,PLN
2010-08-02,249.86,PLN
2010-08-03,249.88,PLN
2010-08-04,250.57,PLN
2010-08-05,249.91,PLN
2010-08-06,249.74,PLN
2010-08-09,248.90,PLN
2010-08-10,247.26,PLN
2010-08-11,245.65,PLN
2010-08-12,246.19,PLN
2010-08-13,245.60,PLN
2010-08-16,247.00,PLN
2010-08-17,248.10,PLN
2010-08-18,247.74,PLN
2010-08-19,247.23,PLN
2010-08-20,247.12,PLN
2010-08-23,248.06,PLN
2010-08-24,245.15,PLN
2010-08-25,244.11,PLN
2010-08-26,244.65,PLN
2010-08-27,245.74,PLN
2010-08-30,245.38,PLN
2010-08-31,245.95,PLN
2010-09-01,246.89,PLN
2010-09-02,247.67,PLN
2010-09-03,248.40,PLN
2010-09-06,248.93,PLN
2010-09-07,248.54,PLN
2010-09-08,250.67,PLN
2010-09-09,251.01,PLN
2010-09-10,250.75,PLN
2010-09-13,252.81,PLN
2010-09-14,252.34,PLN
2010-09-15,252.47,PLN
2010-09-16,252.12,PLN
2010-09-17,251.90,PLN
2010-09-20,252.29,PLN
2010-09-21,253.83,PLN
2010-09-22,253.62,PLN
2010-09-23,252.88,PLN
2010-09-24,254.74,PLN
2010-09-27,254.31,PLN
2010-09-28,253.17,PLN
2010-09-29,253.82,PLN
2010-09-30,254.88,PLN
2010-10-01,254.96,PLN
2010-10-04,255.86,PLN
2010-10-05,257.12,PLN
2010-10-06,257.45,PLN
2010-10-07,256.02,PLN
2010-10-08,255.29,PLN
2010-10-11,256.01,PLN
2010-10-12,256.19,PLN
2010-10-13,258.51,PLN
2010-10-14,257.74,PLN
2010-10-15,256.79,PLN
2010-10-18,256.98,PLN
2010-10-19,255.23,PLN
2010-10-20,255.70,PLN
2010-10-21,257.26,PLN
2010-10-22,256.72,PLN
2010-10-25,257.37,PLN
2010-10-26,256.54,PLN
2010-10-27,257.51,PLN
2010-10-28,257.52,PLN
2010-10-29,258.23,PLN
2010-11-02,259.16,PLN
2010-11-03,258.88,PLN
2010-11-04,261.29,PLN
2010-11-05,261.85,PLN
2010-11-08,262.03,PLN
2010-11-09,263.99,PLN
2010-11-10,262.04,PLN
2010-11-12,262.61,PLN
2010-11-15,261.74,PLN
2010-11-16,259.73,PLN
2010-11-17,258.83,PLN
2010-11-18,259.13,PLN
2010-11-19,257.51,PLN
2010-11-22,257.05,PLN
2010-11-23,256.30,PLN
2010-11-24,257.08,PLN
2010-11-25,256.96,PLN
2010-11-26,255.70,PLN
2010-11-29,254.42,PLN
2010-11-30,255.30,PLN
2010-12-01,258.20,PLN
2010-12-02,259.28,PLN
2010-12-03,260.32,PLN
2010-12-06,261.57,PLN
2010-12-07,262.40,PLN
2010-12-08,262.79,PLN
2010-12-09,262.60,PLN
2010-12-10,262.86,PLN
2010-12-13,263.30,PLN
2010-12-14,263.02,PLN
2010-12-15,263.76,PLN
2010-12-16,262.75,PLN
2010-12-17,263.26,PLN
2010-12-20,262.53,PLN
2010-12-21,263.62,PLN
2010-12-22,263.75,PLN
2010-12-23,263.40,PLN
2010-12-27,262.87,PLN
2010-12-28,262.64,PLN
2010-12-29,264.31,PLN
2010-12-30,263.42,PLN
2010-12-31,263.03,PLN
2011-01-03,263.88,PLN
2011-01-04,263.05,PLN
2011-01-05,260.87,PLN
2011-01-07,259.88,PLN
2011-01-10,258.78,PLN
2011-01-11,259.76,PLN
2011-01-12,262.04,PLN
2011-01-13,262.25,PLN
2011-01-14,261.96,PLN
2011-01-17,262.93,PLN
2011-01-18,265.23,PLN
2011-01-19,264.00,PLN
2011-01-20,262.50,PLN
2011-01-21,263.09,PLN
2011-01-24,262.41,PLN
2011-01-25,261.71,PLN
2011-01-26,262.43,PLN
2011-01-27,262.77,PLN
2011-01-28,261.57,PLN
2011-01-31,261.16,PLN
2011-02-01,262.87,PLN
2011-02-02,262.98,PLN
2011-02-03,263.19,PLN
2011-02-04,263.34,PLN
2011-02-07,263.90,PLN
2011-02-08,263.70,PLN
2011-02-09,263.30,PLN
2011-02-10,261.39,PLN
2011-02-11,262.40,PLN
2011-02-14,262.43,PLN
2011-02-15,261.91,PLN
2011-02-16,261.18,PLN
2011-02-17,259.31,PLN
2011-02-18,260.19,PLN
2011-02-21,260.04,PLN
2011-02-22,259.16,PLN
2011-02-23,259.96,PLN
2011-02-24,259.12,PLN
2011-02-25,260.37,PLN
2011-02-28,262.42,PLN
2011-03-01,261.75,PLN
2011-03-02,262.10,PLN
2011-03-03,264.47,PLN
2011-03-04,265.36,PLN
2011-03-07,265.40,PLN
2011-03-08,265.11,PLN
2011-03-09,264.47,PLN
2011-03-10,263.41,PLN
2011-03-11,262.62,PLN
2011-03-14,262.79,PLN
2011-03-15,261.70,PLN
2011-03-16,261.42,PLN
2011-03-17,263.47,PLN
2011-03-18,264.58,PLN
2011-03-21,265.50,PLN
2011-03-22,264.24,PLN
2011-03-23,264.16,PLN
2011-03-24,265.09,PLN
2011-03-25,266.09,PLN
2011-03-28,266.60,PLN
2011-03-29,265.93,PLN
2011-03-30,265.80,PLN
2011-03-31,266.62,PLN
2011-04-01,269.10,PLN
2011-04-04,269.69,PLN
2011-04-05,269.99,PLN
2011-04-06,271.95,PLN
2011-04-07,272.33,PLN
2011-04-08,271.10,PLN
2011-04-11,270.64,PLN
2011-04-12,269.86,PLN
2011-04-13,271.00,PLN
2011-04-14,270.21,PLN
2011-04-15,270.76,PLN
2011-04-18,268.07,PLN
2011-04-19,269.35,PLN
2011-04-20,271.14,PLN
2011-04-21,270.93,PLN
2011-04-26,271.03,PLN
2011-04-27,270.52,PLN
2011-04-28,270.86,PLN
2011-04-29,270.64,PLN
2011-05-02,271.22,PLN
2011-05-04,269.53,PLN
2011-05-05,268.75,PLN
2011-05-06,269.11,PLN
2011-05-09,267.78,PLN
2011-05-10,269.08,PLN
2011-05-11,268.20,PLN
2011-05-12,266.96,PLN
2011-05-13,267.08,PLN
2011-05-16,267.52,PLN
2011-05-17,265.88,PLN
2011-05-18,266.78,PLN
2011-05-19,267.36,PLN
2011-05-20,267.82,PLN
2011-05-23,266.69,PLN
2011-05-24,267.69,PLN
2011-05-25,268.21,PLN
2011-05-26,268.24,PLN
2011-05-27,269.19,PLN
2011-05-30,269.49,PLN
2011-05-31,270.81,PLN
2011-06-01,270.41,PLN
2011-06-02,270.09,PLN
2011-06-03,269.34,PLN
2011-06-06,268.93,PLN
2011-06-07,270.02,PLN
2011-06-08,269.46,PLN
2011-06-09,268.96,PLN
2011-06-10,268.32,PLN
2011-06-13,268.49,PLN
2011-06-14,269.15,PLN
2011-06-15,268.16,PLN
2011-06-16,267.92,PLN
2011-06-17,268.72,PLN
2011-06-20,267.41,PLN
2011-06-21,267.50,PLN
2011-06-22,266.38,PLN
2011-06-24,266.43,PLN
2011-06-27,265.26,PLN
2011-06-28,265.09,PLN
2011-06-29,266.59,PLN
2011-06-30,267.12,PLN
2011-07-01,267.52,PLN
2011-07-04,267.28,PLN
2011-07-05,267.56,PLN
2011-07-06,266.41,PLN
2011-07-07,269.03,PLN
2011-07-08,268.13,PLN
2011-07-11,265.27,PLN
2011-07-12,264.57,PLN
2011-07-13,265.93,PLN
2011-07-14,264.99,PLN
2011-07-15,264.91,PLN
2011-07-18,261.76,PLN
2011-07-19,261.36,PLN
2011-07-20,261.95,PLN
2011-07-21,263.28,PLN
2011-07-22,264.00,PLN
2011-07-25,263.45,PLN
2011-07-26,263.27,PLN
2011-07-27,261.89,PLN
2011-07-28,262.86,PLN
2011-07-29,263.39,PLN
2011-08-01,262.42,PLN
2011-08-02,260.81,PLN
2011-08-03,255.36,PLN
2011-08-04,250.12,PLN
2011-08-05,246.76,PLN
2011-08-08,240.98,PLN
2011-08-09,235.79,PLN
2011-08-10,231.38,PLN
2011-08-11,236.14,PLN
2011-08-12,239.65,PLN
2011-08-16,242.92,PLN
2011-08-17,244.12,PLN
2011-08-18,236.42,PLN
2011-08-19,236.20,PLN
2011-08-22,238.80,PLN
2011-08-23,239.38,PLN
2011-08-24,238.94,PLN
2011-08-25,238.84,PLN
2011-08-26,239.05,PLN
2011-08-29,241.96,PLN
2011-08-30,243.81,PLN
2011-08-31,247.24,PLN
2011-09-01,244.94,PLN
2011-09-02,241.42,PLN
2011-09-05,236.57,PLN
2011-09-06,237.49,PLN
2011-09-07,241.36,PLN
2011-09-08,241.44,PLN
2011-09-09,236.29,PLN
2011-09-12,231.57,PLN
2011-09-13,232.78,PLN
2011-09-14,232.65,PLN
2011-09-15,236.22,PLN
2011-09-16,236.82,PLN
2011-09-19,234.39,PLN
2011-09-20,236.36,PLN
2011-09-21,236.14,PLN
2011-09-22,228.60,PLN
2011-09-23,227.83,PLN
2011-09-26,228.65,PLN
2011-09-27,232.60,PLN
2011-09-28,232.21,PLN
2011-09-29,233.22,PLN
2011-09-30,233.26,PLN
2011-10-03,230.87,PLN
2011-10-04,228.22,PLN
2011-10-05,230.74,PLN
2011-10-06,232.31,PLN
2011-10-07,233.18,PLN
2011-10-10,236.50,PLN
2011-10-11,236.29,PLN
2011-10-12,239.09,PLN
2011-10-13,237.46,PLN
2011-10-14,238.95,PLN
2011-10-17,238.73,PLN
2011-10-18,238.22,PLN
2011-10-19,238.54,PLN
2011-10-20,234.73,PLN
2011-10-21,238.45,PLN
2011-10-24,241.20,PLN
2011-10-25,240.00,PLN
2011-10-26,239.75,PLN
2011-10-27,243.61,PLN
2011-10-28,243.32,PLN
2011-10-31,241.94,PLN
2011-11-02,240.05,PLN
2011-11-03,241.85,PLN
2011-11-04,240.77,PLN
2011-11-07,241.23,PLN
2011-11-08,241.84,PLN
2011-11-09,238.31,PLN
2011-11-10,236.75,PLN
2011-11-14,237.90,PLN
2011-11-15,237.19,PLN
2011-11-16,238.13,PLN
2011-11-17,236.45,PLN
2011-11-18,234.40,PLN
2011-11-21,231.17,PLN
2011-11-22,231.06,PLN
2011-11-23,228.45,PLN
2011-11-24,228.13,PLN
2011-11-25,228.04,PLN
2011-11-28,230.50,PLN
2011-11-29,229.37,PLN
2011-11-30,234.83,PLN
2011-12-01,234.03,PLN
2011-12-02,234.12,PLN
2011-12-05,236.13,PLN
2011-12-06,233.42,PLN
2011-12-07,233.88,PLN
2011-12-08,231.94,PLN
2011-12-09,232.66,PLN
2011-12-12,230.06,PLN
2011-12-13,230.25,PLN
2011-12-14,229.19,PLN
2011-12-15,228.65,PLN
2011-12-16,226.76,PLN
2011-12-19,225.75,PLN
2011-12-20,227.17,PLN
2011-12-21,228.32,PLN
2011-12-22,227.95,PLN
2011-12-23,228.90,PLN
2011-12-27,228.83,PLN
2011-12-28,227.85,PLN
2011-12-29,228.54,PLN
2011-12-30,227.83,PLN
2012-01-02,230.20,PLN
2012-01-03,230.67,PLN
2012-01-04,229.13,PLN
2012-01-05,227.67,PLN
2012-01-09,226.74,PLN
2012-01-10,227.97,PLN
2012-01-11,227.56,PLN
2012-01-12,229.14,PLN
2012-01-13,228.85,PLN
2012-01-16,229.72,PLN
2012-01-17,231.37,PLN
2012-01-18,232.63,PLN
2012-01-19,233.91,PLN
2012-01-20,234.82,PLN
2012-01-23,235.58,PLN
2012-01-24,235.28,PLN
2012-01-25,234.91,PLN
2012-01-26,238.04,PLN
2012-01-27,238.16,PLN
2012-01-30,238.38,PLN
2012-01-31,239.75,PLN
2012-02-01,241.51,PLN
2012-02-02,242.19,PLN
2012-02-03,242.89,PLN
2012-02-06,244.12,PLN
2012-02-07,243.65,PLN
2012-02-08,244.25,PLN
2012-02-09,243.29,PLN
2012-02-10,241.32,PLN
2012-02-13,242.58,PLN
2012-02-14,242.25,PLN
2012-02-15,243.08,PLN
2012-02-16,242.41,PLN
2012-02-17,245.27,PLN
2012-02-20,245.30,PLN
2012-02-21,244.98,PLN
2012-02-22,243.43,PLN
2012-02-23,242.25,PLN
2012-02-24,243.28,PLN
2012-02-27,242.88,PLN
2012-02-28,243.45,PLN
2012-02-29,243.36,PLN
2012-03-01,243.71,PLN
2012-03-02,243.94,PLN
2012-03-05,241.93,PLN
2012-03-06,239.61,PLN
2012-03-07,240.49,PLN
2012-03-08,242.85,PLN
2012-03-09,243.20,PLN
2012-03-12,243.33,PLN
2012-03-13,244.15,PLN
2012-03-14,245.93,PLN
2012-03-15,246.33,PLN
2012-03-16,246.19,PLN
2012-03-19,245.45,PLN
2012-03-20,244.27,PLN
2012-03-21,243.97,PLN
2012-03-22,241.70,PLN
2012-03-23,242.82,PLN
2012-03-26,243.93,PLN
2012-03-27,244.68,PLN
2012-03-28,243.41,PLN
2012-03-29,241.18,PLN
2012-03-30,241.94,PLN
2012-04-02,243.18,PLN
2012-04-03,243.00,PLN
2012-04-04,240.54,PLN
2012-04-05,240.46,PLN
2012-04-10,238.46,PLN
2012-04-11,239.57,PLN
2012-04-12,241.08,PLN
2012-04-13,239.80,PLN
2012-04-16,239.70,PLN
2012-04-17,240.90,PLN
2012-04-18,239.66,PLN
2012-04-19,239.21,PLN
2012-04-20,238.45,PLN
2012-04-23,234.67,PLN
2012-04-24,235.80,PLN
2012-04-25,236.99,PLN
2012-04-26,238.43,PLN
2012-04-27,239.96,PLN
2012-04-30,240.25,PLN
2012-05-02,240.00,PLN
2012-05-04,239.29,PLN
2012-05-07,239.14,PLN
2012-05-08,236.80,PLN
2012-05-09,235.70,PLN
2012-05-10,236.56,PLN
2012-05-11,236.02,PLN
2012-05-14,232.90,PLN
2012-05-15,231.72,PLN
2012-05-16,231.55,PLN
2012-05-17,228.42,PLN
2012-05-18,228.64,PLN
2012-05-21,230.30,PLN
2012-05-22,231.27,PLN
2012-05-23,227.73,PLN
2012-05-24,227.57,PLN
2012-05-25,228.00,PLN
2012-05-28,228.82,PLN
2012-05-29,230.71,PLN
2012-05-30,229.47,PLN
2012-05-31,230.65,PLN
2012-06-01,228.94,PLN
2012-06-04,229.02,PLN
2012-06-05,227.06,PLN
2012-06-06,230.11,PLN
2012-06-08,232.88,PLN
2012-06-11,233.91,PLN
2012-06-12,236.38,PLN
2012-06-13,236.66,PLN
2012-06-14,236.58,PLN
2012-06-15,238.02,PLN
2012-06-18,237.93,PLN
2012-06-19,241.14,PLN
2012-06-20,240.84,PLN
2012-06-21,239.96,PLN
2012-06-22,239.47,PLN
2012-06-25,238.05,PLN
2012-06-26,239.85,PLN
2012-06-27,241.11,PLN
2012-06-28,239.37,PLN
2012-06-29,241.78,PLN
2012-07-02,241.30,PLN
2012-07-03,242.01,PLN
2012-07-04,242.07,PLN
2012-07-05,242.81,PLN
2012-07-06,242.29,PLN
2012-07-09,241.06,PLN
2012-07-10,241.16,PLN
2012-07-11,240.34,PLN
2012-07-12,240.09,PLN
2012-07-13,241.48,PLN
2012-07-16,241.69,PLN
2012-07-17,242.18,PLN
2012-07-18,242.35,PLN
2012-07-19,242.86,PLN
2012-07-20,241.25,PLN
2012-07-23,237.75,PLN
2012-07-24,238.21,PLN
2012-07-25,238.46,PLN
2012-07-26,239.11,PLN
2012-07-27,241.40,PLN
2012-07-30,242.51,PLN
2012-07-31,242.22,PLN
2012-08-01,242.27,PLN
2012-08-02,241.09,PLN
2012-08-03,243.84,PLN
2012-08-06,245.29,PLN
2012-08-07,244.97,PLN
2012-08-08,244.86,PLN
2012-08-09,246.83,PLN
2012-08-10,246.23,PLN
2012-08-13,246.13,PLN
2012-08-14,246.54,PLN
2012-08-16,247.88,PLN
2012-08-17,246.45,PLN
2012-08-20,245.85,PLN
2012-08-21,246.87,PLN
2012-08-22,246.17,PLN
2012-08-23,246.11,PLN
2012-08-24,246.35,PLN
2012-08-27,245.97,PLN
2012-08-28,245.71,PLN
2012-08-29,245.19,PLN
2012-08-30,244.65,PLN
2012-08-31,246.50,PLN
2012-09-03,247.06,PLN
2012-09-04,246.55,PLN
2012-09-05,247.32,PLN
2012-09-06,248.66,PLN
2012-09-07,250.34,PLN
2012-09-10,250.68,PLN
2012-09-11,250.90,PLN
2012-09-12,250.81,PLN
2012-09-13,251.19,PLN
2012-09-14,254.31,PLN
2012-09-17,253.62,PLN
2012-09-18,254.08,PLN
2012-09-19,254.57,PLN
2012-09-20,253.31,PLN
2012-09-21,253.28,PLN
2012-09-24,252.87,PLN
2012-09-25,253.67,PLN
2012-09-26,252.83,PLN
2012-09-27,254.35,PLN
2012-09-28,254.04,PLN
2012-10-01,255.61,PLN
2012-10-02,255.97,PLN
2012-10-03,255.78,PLN
2012-10-04,254.80,PLN
2012-10-05,257.08,PLN
2012-10-08,256.66,PLN
2012-10-09,255.92,PLN
2012-10-10,256.92,PLN
2012-10-11,257.36,PLN
2012-10-12,256.65,PLN
2012-10-15,257.19,PLN
2012-10-16,258.47,PLN
2012-10-17,258.58,PLN
2012-10-18,259.57,PLN
2012-10-19,257.04,PLN
2012-10-22,256.76,PLN
2012-10-23,255.09,PLN
2012-10-24,255.69,PLN
2012-10-25,255.74,PLN
2012-10-26,255.43,PLN
2012-10-29,254.90,PLN
2012-10-30,255.21,PLN
2012-10-31,255.71,PLN
2012-11-02,256.88,PLN
2012-11-05,257.16,PLN
2012-11-06,257.57,PLN
2012-11-07,256.73,PLN
2012-11-08,257.17,PLN
2012-11-09,256.83,PLN
2012-11-12,256.90,PLN
2012-11-13,257.43,PLN
2012-11-14,258.14,PLN
2012-11-15,258.16,PLN
2012-11-16,257.61,PLN
2012-11-19,259.80,PLN
2012-11-20,260.24,PLN
2012-11-21,259.90,PLN
2012-11-22,259.52,PLN
2012-11-23,260.19,PLN
2012-11-26,260.90,PLN
2012-11-27,261.27,PLN
2012-11-28,261.45,PLN
2012-11-29,262.00,PLN
2012-11-30,263.02,PLN
2012-12-03,263.51,PLN
2012-12-04,264.36,PLN
2012-12-05,264.97,PLN
2012-12-06,266.37,PLN
2012-12-07,265.66,PLN
2012-12-10,267.15,PLN
2012-12-11,269.33,PLN
2012-12-12,270.10,PLN
2012-12-13,269.66,PLN
2012-12-14,270.47,PLN
2012-12-17,270.96,PLN
2012-12-18,272.42,PLN
2012-12-19,274.38,PLN
2012-12-20,273.98,PLN
2012-12-21,273.50,PLN
2012-12-27,274.58,PLN
2012-12-28,273.85,PLN
2013-01-02,275.58,PLN
2013-01-03,275.55,PLN
2013-01-04,274.22,PLN
2013-01-07,273.38,PLN
2013-01-08,273.58,PLN
2013-01-09,273.44,PLN
2013-01-10,273.15,PLN
2013-01-11,272.63,PLN
2013-01-14,272.96,PLN
2013-01-15,272.10,PLN
2013-01-16,273.74,PLN
2013-01-17,274.50,PLN
2013-01-18,275.42,PLN
2013-01-21,276.10,PLN
2013-01-22,275.98,PLN
2013-01-23,276.37,PLN
2013-01-24,277.53,PLN
2013-01-25,276.25,PLN
2013-01-28,274.30,PLN
2013-01-29,274.59,PLN
2013-01-30,272.92,PLN
2013-01-31,273.04,PLN
2013-02-01,274.05,PLN
2013-02-04,272.60,PLN
2013-02-05,272.71,PLN
2013-02-06,270.92,PLN
2013-02-07,271.03,PLN
2013-02-08,271.87,PLN
2013-02-11,271.64,PLN
2013-02-12,271.33,PLN
2013-02-13,271.73,PLN
2013-02-14,271.25,PLN
2013-02-15,271.89,PLN
2013-02-18,272.28,PLN
2013-02-19,272.42,PLN
2013-02-20,271.13,PLN
2013-02-21,270.52,PLN
2013-02-22,270.72,PLN
2013-02-25,271.65,PLN
2013-02-26,270.55,PLN
2013-02-27,271.61,PLN
2013-02-28,271.84,PLN
2013-03-01,271.88,PLN
2013-03-04,271.15,PLN
2013-03-05,272.39,PLN
2013-03-06,273.55,PLN
2013-03-07,273.76,PLN
2013-03-08,274.84,PLN
2013-03-11,274.01,PLN
2013-03-12,274.39,PLN
2013-03-13,274.13,PLN
2013-03-14,274.86,PLN
2013-03-15,274.76,PLN
2013-03-18,273.66,PLN
2013-03-19,271.79,PLN
2013-03-20,271.83,PLN
2013-03-21,270.53,PLN
2013-03-22,269.05,PLN
2013-03-25,267.38,PLN
2013-03-26,268.02,PLN
2013-03-27,269.65,PLN
2013-03-28,269.22,PLN
2013-04-02,270.13,PLN
2013-04-03,268.17,PLN
2013-04-04,268.49,PLN
2013-04-05,268.76,PLN
2013-04-08,269.14,PLN
2013-04-09,269.15,PLN
2013-04-10,270.32,PLN
2013-04-11,271.89,PLN
2013-04-12,271.56,PLN
2013-04-15,269.00,PLN
2013-04-17,266.88,PLN
2013-04-18,265.06,PLN
2013-04-19,265.51,PLN
2013-04-22,265.39,PLN
2013-04-23,265.02,PLN
2013-04-24,266.12,PLN
2013-04-25,266.44,PLN
2013-04-26,267.40,PLN
2013-04-29,268.53,PLN
2013-04-30,269.41,PLN
2013-05-02,269.38,PLN
2013-05-06,270.67,PLN
2013-05-07,271.25,PLN
2013-05-08,272.60,PLN
2013-05-09,272.47,PLN
2013-05-10,272.12,PLN
2013-05-13,272.87,PLN
2013-05-14,274.59,PLN
2013-05-15,275.49,PLN
2013-05-16,274.95,PLN
2013-05-17,275.11,PLN
2013-05-20,274.29,PLN
2013-05-21,274.00,PLN
2013-05-22,275.07,PLN
2013-05-23,273.51,PLN
2013-05-24,275.17,PLN
2013-05-27,278.47,PLN
2013-05-28,279.02,PLN
2013-05-29,278.17,PLN
2013-05-31,278.66,PLN
2013-06-03,276.02,PLN
2013-06-04,277.77,PLN
2013-06-05,277.99,PLN
2013-06-06,276.15,PLN
2013-06-07,278.37,PLN
2013-06-10,278.21,PLN
2013-06-11,277.33,PLN
2013-06-12,278.06,PLN
2013-06-13,277.64,PLN
2013-06-14,278.81,PLN
2013-06-17,278.00,PLN
2013-06-18,277.37,PLN
2013-06-19,276.52,PLN
2013-06-20,269.31,PLN
2013-06-21,265.63,PLN
2013-06-24,264.98,PLN
2013-06-25,266.13,PLN
2013-06-26,266.24,PLN
2013-06-27,263.60,PLN
2013-06-28,265.47,PLN
2013-07-01,265.90,PLN
2013-07-02,269.09,PLN
2013-07-03,267.91,PLN
2013-07-04,269.93,PLN
2013-07-05,268.04,PLN
2013-07-08,266.40,PLN
2013-07-09,266.23,PLN
2013-07-10,267.91,PLN
2013-07-11,270.24,PLN
2013-07-12,271.76,PLN
2013-07-15,271.87,PLN
2013-07-16,271.51,PLN
2013-07-17,271.43,PLN
2013-07-18,271.60,PLN
2013-07-19,272.09,PLN
2013-07-22,272.38,PLN
2013-07-23,272.99,PLN
2013-07-24,272.83,PLN
2013-07-25,272.45,PLN
2013-07-26,271.41,PLN
2013-07-29,272.14,PLN
2013-07-30,272.57,PLN
2013-07-31,272.76,PLN
2013-08-01,274.03,PLN
2013-08-02,276.57,PLN
2013-08-05,276.74,PLN
2013-08-06,275.50,PLN
2013-08-07,276.41,PLN
2013-08-08,278.45,PLN
2013-08-09,279.54,PLN
2013-08-12,280.60,PLN
2013-08-13,281.12,PLN
2013-08-14,282.17,PLN
2013-08-16,281.22,PLN
2013-08-19,280.33,PLN
2013-08-20,278.87,PLN
2013-08-21,278.57,PLN
2013-08-22,280.25,PLN
2013-08-23,280.61,PLN
2013-08-26,280.50,PLN
2013-08-27,277.63,PLN
2013-08-28,276.20,PLN
2013-08-29,276.81,PLN
2013-08-30,276.91,PLN
2013-09-02,278.06,PLN
2013-09-03,276.90,PLN
2013-09-04,274.00,PLN
2013-09-05,267.98,PLN
2013-09-06,270.47,PLN
2013-09-09,273.94,PLN
2013-09-10,276.99,PLN
2013-09-11,278.58,PLN
2013-09-12,279.21,PLN
2013-09-13,278.13,PLN
2013-09-16,277.39,PLN
2013-09-17,278.41,PLN
2013-09-18,278.53,PLN
2013-09-19,280.80,PLN
2013-09-20,280.66,PLN
2013-09-23,280.18,PLN
2013-09-24,280.24,PLN
2013-09-25,280.71,PLN
2013-09-26,282.05,PLN
2013-09-27,281.88,PLN
2013-09-30,280.58,PLN
2013-10-01,282.24,PLN
2013-10-02,282.40,PLN
2013-10-03,282.72,PLN
2013-10-04,281.76,PLN
2013-10-07,281.34,PLN
