Data,Wartość dla NN Obligacji (A),Waluta
2002-11-15,154.67,PLN
2002-11-18,154.74,PLN
2002-11-19,155.00,PLN
2002-11-20,155.29,PLN
2002-11-21,155.32,PLN
2002-11-22,155.15,PLN
2002-11-25,155.43,PLN
2002-11-26,155.48,PLN
2002-11-27,155.42,PLN
2002-11-28,155.28,PLN
2002-11-29,154.65,PLN
2002-12-02,154.79,PLN
2002-12-03,154.62,PLN
2002-12-04,154.84,PLN
2002-12-05,155.05,PLN
2002-12-06,155.34,PLN
2002-12-09,155.70,PLN
2002-12-10,155.73,PLN
2002-12-11,155.59,PLN
2002-12-12,155.61,PLN
2002-12-13,155.69,PLN
2002-12-16,155.83,PLN
2002-12-17,155.88,PLN
2002-12-18,156.06,PLN
2002-12-19,155.98,PLN
2002-12-20,155.87,PLN
2002-12-23,156.02,PLN
2002-12-27,156.31,PLN
2002-12-30,156.53,PLN
2002-12-31,156.61,PLN
2003-01-02,156.73,PLN
2003-01-03,156.82,PLN
2003-01-06,156.66,PLN
2003-01-07,156.54,PLN
2003-01-08,156.73,PLN
2003-01-09,156.91,PLN
2003-01-10,156.75,PLN
2003-01-13,156.82,PLN
2003-01-14,156.78,PLN
2003-01-15,156.83,PLN
2003-01-16,156.80,PLN
2003-01-17,156.95,PLN
2003-01-20,156.89,PLN
2003-01-21,156.88,PLN
2003-01-22,157.04,PLN
2003-01-23,156.91,PLN
2003-01-24,156.77,PLN
2003-01-27,156.91,PLN
2003-01-28,156.96,PLN
2003-01-29,156.99,PLN
2003-01-30,156.94,PLN
2003-01-31,156.82,PLN
2003-02-03,156.79,PLN
2003-02-04,156.62,PLN
2003-02-05,156.61,PLN
2003-02-06,156.54,PLN
2003-02-07,156.46,PLN
2003-02-10,156.58,PLN
2003-02-11,156.64,PLN
2003-02-12,156.62,PLN
2003-02-13,156.55,PLN
2003-02-14,156.63,PLN
2003-02-17,156.91,PLN
2003-02-18,157.29,PLN
2003-02-19,157.58,PLN
2003-02-20,157.80,PLN
2003-02-21,157.54,PLN
2003-02-24,157.66,PLN
2003-02-25,157.84,PLN
2003-02-26,158.01,PLN
2003-02-27,158.02,PLN
2003-02-28,158.18,PLN
2003-03-03,158.14,PLN
2003-03-04,157.88,PLN
2003-03-05,158.02,PLN
2003-03-06,158.24,PLN
2003-03-07,158.33,PLN
2003-03-10,158.59,PLN
2003-03-11,158.65,PLN
2003-03-12,158.62,PLN
2003-03-13,158.38,PLN
2003-03-14,158.24,PLN
2003-03-17,158.30,PLN
2003-03-18,158.43,PLN
2003-03-19,158.27,PLN
2003-03-20,158.22,PLN
2003-03-21,158.52,PLN
2003-03-24,158.57,PLN
2003-03-25,158.60,PLN
2003-03-26,158.58,PLN
2003-03-27,158.63,PLN
2003-03-28,158.92,PLN
2003-03-31,158.98,PLN
2003-04-01,159.18,PLN
2003-04-02,159.18,PLN
2003-04-03,159.29,PLN
2003-04-04,159.36,PLN
2003-04-07,159.38,PLN
2003-04-08,159.35,PLN
2003-04-09,159.46,PLN
2003-04-10,159.62,PLN
2003-04-11,159.67,PLN
2003-04-14,159.67,PLN
2003-04-15,159.63,PLN
2003-04-16,159.59,PLN
2003-04-17,159.70,PLN
2003-04-22,159.92,PLN
2003-04-23,159.92,PLN
2003-04-24,159.92,PLN
2003-04-25,160.07,PLN
2003-04-28,160.31,PLN
2003-04-29,160.40,PLN
2003-04-30,160.53,PLN
2003-05-02,160.71,PLN
2003-05-05,161.06,PLN
2003-05-06,161.07,PLN
2003-05-07,161.04,PLN
2003-05-08,161.15,PLN
2003-05-09,161.27,PLN
2003-05-12,161.28,PLN
2003-05-13,161.34,PLN
2003-05-14,161.32,PLN
2003-05-15,161.40,PLN
2003-05-16,161.41,PLN
2003-05-19,161.51,PLN
2003-05-20,161.64,PLN
2003-05-21,161.59,PLN
2003-05-22,161.61,PLN
2003-05-23,161.60,PLN
2003-05-26,161.72,PLN
2003-05-27,161.89,PLN
2003-05-28,161.93,PLN
2003-05-29,161.96,PLN
2003-05-30,161.92,PLN
2003-06-02,162.06,PLN
2003-06-03,161.99,PLN
2003-06-04,162.04,PLN
2003-06-05,162.06,PLN
2003-06-06,162.10,PLN
2003-06-09,162.20,PLN
2003-06-10,162.19,PLN
2003-06-11,162.03,PLN
2003-06-12,162.03,PLN
2003-06-13,161.98,PLN
2003-06-16,162.05,PLN
2003-06-17,162.20,PLN
2003-06-18,162.22,PLN
2003-06-20,162.21,PLN
2003-06-23,162.15,PLN
2003-06-24,162.21,PLN
2003-06-25,162.14,PLN
2003-06-26,162.21,PLN
2003-06-27,162.05,PLN
2003-06-30,162.02,PLN
2003-07-01,162.08,PLN
2003-07-02,162.18,PLN
2003-07-03,162.15,PLN
2003-07-04,162.09,PLN
2003-07-07,162.13,PLN
2003-07-08,162.13,PLN
2003-07-09,162.08,PLN
2003-07-10,162.22,PLN
2003-07-11,162.27,PLN
2003-07-14,162.26,PLN
2003-07-15,162.30,PLN
2003-07-16,162.02,PLN
2003-07-17,161.66,PLN
2003-07-18,161.67,PLN
2003-07-21,161.47,PLN
2003-07-22,161.35,PLN
2003-07-23,161.52,PLN
2003-07-24,161.62,PLN
2003-07-25,161.58,PLN
2003-07-28,161.27,PLN
2003-07-29,161.23,PLN
2003-07-30,161.41,PLN
2003-07-31,161.32,PLN
2003-08-01,161.41,PLN
2003-08-04,161.19,PLN
2003-08-05,161.28,PLN
2003-08-06,161.39,PLN
2003-08-07,161.36,PLN
2003-08-08,161.71,PLN
2003-08-11,161.94,PLN
2003-08-12,161.84,PLN
2003-08-13,161.98,PLN
2003-08-14,161.95,PLN
2003-08-18,161.86,PLN
2003-08-19,162.02,PLN
2003-08-20,162.00,PLN
2003-08-21,162.23,PLN
2003-08-22,162.14,PLN
2003-08-25,162.14,PLN
2003-08-26,162.19,PLN
2003-08-27,162.17,PLN
2003-08-28,162.12,PLN
2003-08-29,161.77,PLN
2003-09-01,161.92,PLN
2003-09-02,161.94,PLN
2003-09-03,161.72,PLN
2003-09-04,161.72,PLN
2003-09-05,161.54,PLN
2003-09-08,161.51,PLN
2003-09-09,161.72,PLN
2003-09-10,161.80,PLN
2003-09-11,161.75,PLN
2003-09-12,161.90,PLN
2003-09-15,161.98,PLN
2003-09-16,162.03,PLN
2003-09-17,161.87,PLN
2003-09-18,161.63,PLN
2003-09-19,161.62,PLN
2003-09-22,161.68,PLN
2003-09-23,161.81,PLN
2003-09-24,161.82,PLN
2003-09-25,161.70,PLN
2003-09-26,161.57,PLN
2003-09-29,161.45,PLN
2003-09-30,161.28,PLN
2003-10-01,161.32,PLN
2003-10-02,161.55,PLN
2003-10-03,161.60,PLN
2003-10-06,161.50,PLN
2003-10-07,161.56,PLN
2003-10-08,161.66,PLN
2003-10-09,161.70,PLN
2003-10-10,161.71,PLN
2003-10-13,161.62,PLN
2003-10-14,161.61,PLN
2003-10-15,161.66,PLN
2003-10-16,161.56,PLN
2003-10-17,161.15,PLN
2003-10-20,160.90,PLN
2003-10-21,160.43,PLN
2003-10-22,160.58,PLN
2003-10-23,160.75,PLN
2003-10-24,160.29,PLN
2003-10-27,159.38,PLN
2003-10-28,159.49,PLN
2003-10-29,159.83,PLN
2003-10-30,159.59,PLN
2003-10-31,158.81,PLN
2003-11-03,158.05,PLN
2003-11-04,158.39,PLN
2003-11-05,158.57,PLN
2003-11-06,159.08,PLN
2003-11-07,159.38,PLN
2003-11-10,159.05,PLN
2003-11-12,159.19,PLN
2003-11-13,158.97,PLN
2003-11-14,159.22,PLN
2003-11-17,159.49,PLN
2003-11-18,159.58,PLN
2003-11-19,159.51,PLN
2003-11-20,159.37,PLN
2003-11-21,158.78,PLN
2003-11-24,158.40,PLN
2003-11-25,158.24,PLN
2003-11-26,157.65,PLN
2003-11-27,157.76,PLN
2003-11-28,157.59,PLN
2003-12-01,156.92,PLN
2003-12-02,157.67,PLN
2003-12-03,157.52,PLN
2003-12-04,157.84,PLN
2003-12-05,158.11,PLN
2003-12-08,158.58,PLN
2003-12-09,158.58,PLN
2003-12-10,158.70,PLN
2003-12-11,159.40,PLN
2003-12-12,159.52,PLN
2003-12-15,159.52,PLN
2003-12-16,159.51,PLN
2003-12-17,159.71,PLN
2003-12-18,159.84,PLN
2003-12-19,159.95,PLN
2003-12-22,160.15,PLN
2003-12-23,160.35,PLN
2003-12-29,160.52,PLN
2003-12-30,160.53,PLN
2003-12-31,160.58,PLN
2004-01-02,160.31,PLN
2004-01-05,160.47,PLN
2004-01-06,160.21,PLN
2004-01-07,160.41,PLN
2004-01-08,161.10,PLN
2004-01-09,161.63,PLN
2004-01-12,161.66,PLN
2004-01-13,161.65,PLN
2004-01-14,161.38,PLN
2004-01-15,160.58,PLN
2004-01-16,160.36,PLN
2004-01-19,160.14,PLN
2004-01-20,160.45,PLN
2004-01-21,160.73,PLN
2004-01-22,161.11,PLN
2004-01-23,161.06,PLN
2004-01-26,161.28,PLN
2004-01-27,161.15,PLN
2004-01-28,160.80,PLN
2004-01-29,161.05,PLN
2004-01-30,160.74,PLN
2004-02-02,160.67,PLN
2004-02-03,160.79,PLN
2004-02-04,160.93,PLN
2004-02-05,160.93,PLN
2004-02-06,160.60,PLN
2004-02-09,160.45,PLN
2004-02-10,160.49,PLN
2004-02-11,160.68,PLN
2004-02-12,160.57,PLN
2004-02-13,160.97,PLN
2004-02-16,161.36,PLN
2004-02-17,161.30,PLN
2004-02-18,161.41,PLN
2004-02-19,161.35,PLN
2004-02-20,161.30,PLN
2004-02-23,161.41,PLN
2004-02-24,161.39,PLN
2004-02-25,161.58,PLN
2004-02-26,161.53,PLN
2004-02-27,161.28,PLN
2004-03-01,161.41,PLN
2004-03-02,161.48,PLN
2004-03-03,161.39,PLN
2004-03-04,161.06,PLN
2004-03-05,161.13,PLN
2004-03-08,161.33,PLN
2004-03-09,161.71,PLN
2004-03-10,161.66,PLN
2004-03-11,161.65,PLN
2004-03-12,161.68,PLN
2004-03-15,161.80,PLN
2004-03-16,161.72,PLN
2004-03-17,161.76,PLN
2004-03-18,161.81,PLN
2004-03-19,161.77,PLN
2004-03-22,161.84,PLN
2004-03-23,161.79,PLN
2004-03-24,161.80,PLN
2004-03-25,161.89,PLN
2004-03-26,161.97,PLN
2004-03-29,162.02,PLN
2004-03-30,162.05,PLN
2004-03-31,161.96,PLN
2004-04-01,162.01,PLN
2004-04-02,162.02,PLN
2004-04-05,161.84,PLN
2004-04-06,161.74,PLN
2004-04-07,161.84,PLN
2004-04-08,161.86,PLN
2004-04-13,161.81,PLN
2004-04-14,161.64,PLN
2004-04-15,161.54,PLN
2004-04-16,161.18,PLN
2004-04-19,161.38,PLN
2004-04-20,161.57,PLN
2004-04-21,161.47,PLN
2004-04-22,161.31,PLN
2004-04-23,161.33,PLN
2004-04-26,161.26,PLN
2004-04-27,161.14,PLN
2004-04-28,161.12,PLN
2004-04-29,161.05,PLN
2004-04-30,160.95,PLN
2004-05-04,161.09,PLN
2004-05-05,161.20,PLN
2004-05-06,161.13,PLN
2004-05-07,160.89,PLN
2004-05-10,160.83,PLN
2004-05-11,160.83,PLN
2004-05-12,160.69,PLN
2004-05-13,160.65,PLN
2004-05-14,160.59,PLN
2004-05-17,160.68,PLN
2004-05-18,160.82,PLN
2004-05-19,161.00,PLN
2004-05-20,161.13,PLN
2004-05-21,161.08,PLN
2004-05-24,160.84,PLN
2004-05-25,160.85,PLN
2004-05-26,160.90,PLN
2004-05-27,160.98,PLN
2004-05-28,161.09,PLN
2004-05-31,161.20,PLN
2004-06-01,161.12,PLN
2004-06-02,161.09,PLN
2004-06-03,161.09,PLN
2004-06-04,161.19,PLN
2004-06-07,161.28,PLN
2004-06-08,161.45,PLN
2004-06-09,161.54,PLN
2004-06-11,161.52,PLN
2004-06-14,161.54,PLN
2004-06-15,161.52,PLN
2004-06-16,161.38,PLN
2004-06-17,161.56,PLN
2004-06-18,161.60,PLN
2004-06-21,161.67,PLN
2004-06-22,161.76,PLN
2004-06-23,161.79,PLN
2004-06-24,161.89,PLN
2004-06-25,162.06,PLN
2004-06-28,161.99,PLN
2004-06-29,161.79,PLN
2004-06-30,161.77,PLN
2004-07-01,161.82,PLN
2004-07-02,161.79,PLN
2004-07-05,161.87,PLN
2004-07-06,161.89,PLN
2004-07-07,161.87,PLN
2004-07-08,161.89,PLN
2004-07-09,161.86,PLN
2004-07-12,161.66,PLN
2004-07-13,161.46,PLN
2004-07-14,161.44,PLN
2004-07-15,161.58,PLN
2004-07-16,161.35,PLN
2004-07-19,161.50,PLN
2004-07-20,161.55,PLN
2004-07-21,161.62,PLN
2004-07-22,161.62,PLN
2004-07-23,161.66,PLN
2004-07-26,161.67,PLN
2004-07-27,161.81,PLN
2004-07-28,161.79,PLN
2004-07-29,161.53,PLN
2004-07-30,161.66,PLN
2004-08-02,161.73,PLN
2004-08-03,161.72,PLN
2004-08-04,161.66,PLN
2004-08-05,161.73,PLN
2004-08-06,161.73,PLN
2004-08-09,161.95,PLN
2004-08-10,162.09,PLN
2004-08-11,161.89,PLN
2004-08-12,161.75,PLN
2004-08-13,161.75,PLN
2004-08-16,161.86,PLN
2004-08-17,162.05,PLN
2004-08-18,162.25,PLN
2004-08-19,162.48,PLN
2004-08-20,162.43,PLN
2004-08-23,162.50,PLN
2004-08-24,162.43,PLN
2004-08-25,162.50,PLN
2004-08-26,162.36,PLN
2004-08-27,162.15,PLN
2004-08-30,162.16,PLN
2004-08-31,162.19,PLN
2004-09-01,162.22,PLN
2004-09-02,162.22,PLN
2004-09-03,162.35,PLN
2004-09-06,162.12,PLN
2004-09-07,162.12,PLN
2004-09-08,162.20,PLN
2004-09-09,162.25,PLN
2004-09-10,162.27,PLN
2004-09-13,162.27,PLN
2004-09-14,162.28,PLN
2004-09-15,162.30,PLN
2004-09-16,162.42,PLN
2004-09-17,162.55,PLN
2004-09-20,162.71,PLN
2004-09-21,162.70,PLN
2004-09-22,162.76,PLN
2004-09-23,162.78,PLN
2004-09-24,162.85,PLN
2004-09-27,162.93,PLN
2004-09-28,162.92,PLN
2004-09-29,162.98,PLN
2004-09-30,163.07,PLN
2004-10-01,163.28,PLN
2004-10-04,163.33,PLN
2004-10-05,163.29,PLN
2004-10-06,163.34,PLN
2004-10-07,163.05,PLN
2004-10-08,162.98,PLN
2004-10-11,163.11,PLN
2004-10-12,163.11,PLN
2004-10-13,163.24,PLN
2004-10-14,163.24,PLN
2004-10-15,163.24,PLN
2004-10-18,163.29,PLN
2004-10-19,163.22,PLN
2004-10-20,163.24,PLN
2004-10-21,163.21,PLN
2004-10-22,163.29,PLN
2004-10-25,163.41,PLN
2004-10-26,163.59,PLN
2004-10-27,163.45,PLN
2004-10-28,163.49,PLN
2004-10-29,163.47,PLN
2004-11-02,163.58,PLN
2004-11-03,163.59,PLN
2004-11-04,163.64,PLN
2004-11-05,163.77,PLN
2004-11-08,163.96,PLN
2004-11-09,164.26,PLN
2004-11-10,164.30,PLN
2004-11-12,164.47,PLN
2004-11-15,164.69,PLN
2004-11-16,164.94,PLN
2004-11-17,164.54,PLN
2004-11-18,164.60,PLN
2004-11-19,164.77,PLN
2004-11-22,164.79,PLN
2004-11-23,164.88,PLN
2004-11-24,164.98,PLN
2004-11-25,165.07,PLN
2004-11-26,165.44,PLN
2004-11-29,165.16,PLN
2004-11-30,164.84,PLN
2004-12-01,164.91,PLN
2004-12-02,165.46,PLN
2004-12-03,165.58,PLN
2004-12-06,165.73,PLN
2004-12-07,166.11,PLN
2004-12-08,166.07,PLN
2004-12-09,165.87,PLN
2004-12-10,166.19,PLN
2004-12-13,166.08,PLN
2004-12-14,166.21,PLN
2004-12-15,166.28,PLN
2004-12-16,166.48,PLN
2004-12-17,166.41,PLN
2004-12-20,166.40,PLN
2004-12-21,166.81,PLN
2004-12-22,167.26,PLN
2004-12-23,167.43,PLN
2004-12-24,167.39,PLN
2004-12-27,167.46,PLN
2004-12-28,167.51,PLN
2004-12-29,167.50,PLN
2004-12-30,167.52,PLN
2004-12-31,167.54,PLN
2005-01-03,167.73,PLN
2005-01-04,167.79,PLN
2005-01-05,167.34,PLN
2005-01-06,167.22,PLN
2005-01-07,167.24,PLN
2005-01-10,167.26,PLN
2005-01-11,167.40,PLN
2005-01-12,167.29,PLN
2005-01-13,167.10,PLN
2005-01-14,166.88,PLN
2005-01-17,167.23,PLN
2005-01-18,167.00,PLN
2005-01-19,167.18,PLN
2005-01-20,167.02,PLN
2005-01-21,167.15,PLN
2005-01-24,167.45,PLN
2005-01-25,167.55,PLN
2005-01-26,167.35,PLN
2005-01-27,167.34,PLN
2005-01-28,167.54,PLN
2005-01-31,167.66,PLN
2005-02-01,167.89,PLN
2005-02-02,167.88,PLN
2005-02-03,168.14,PLN
2005-02-04,168.60,PLN
2005-02-07,168.89,PLN
2005-02-08,168.74,PLN
2005-02-09,168.67,PLN
2005-02-10,168.98,PLN
2005-02-11,168.86,PLN
2005-02-14,168.84,PLN
2005-02-15,169.20,PLN
2005-02-16,169.59,PLN
2005-02-17,169.83,PLN
2005-02-18,169.95,PLN
2005-02-21,169.82,PLN
2005-02-22,169.89,PLN
2005-02-23,170.19,PLN
2005-02-24,170.30,PLN
2005-02-25,170.77,PLN
2005-02-28,171.03,PLN
2005-03-01,170.60,PLN
2005-03-02,170.57,PLN
2005-03-03,170.82,PLN
2005-03-04,170.88,PLN
2005-03-07,171.13,PLN
2005-03-08,171.12,PLN
2005-03-09,171.15,PLN
2005-03-10,170.85,PLN
2005-03-11,171.04,PLN
2005-03-14,170.98,PLN
2005-03-15,170.99,PLN
2005-03-16,170.41,PLN
2005-03-17,170.40,PLN
2005-03-18,170.85,PLN
2005-03-21,170.53,PLN
2005-03-22,170.76,PLN
2005-03-23,170.53,PLN
2005-03-24,170.60,PLN
2005-03-29,170.44,PLN
2005-03-30,170.94,PLN
2005-03-31,171.33,PLN
2005-04-01,171.33,PLN
2005-04-04,171.38,PLN
2005-04-05,171.33,PLN
2005-04-06,171.47,PLN
2005-04-07,171.53,PLN
2005-04-11,171.58,PLN
2005-04-12,171.61,PLN
2005-04-13,171.39,PLN
2005-04-14,171.35,PLN
2005-04-15,171.50,PLN
2005-04-18,171.68,PLN
2005-04-19,171.81,PLN
2005-04-20,171.88,PLN
2005-04-21,171.94,PLN
2005-04-22,171.98,PLN
2005-04-25,172.01,PLN
2005-04-26,172.17,PLN
2005-04-27,172.01,PLN
2005-04-28,171.90,PLN
2005-04-29,171.68,PLN
2005-05-02,171.77,PLN
2005-05-04,172.16,PLN
2005-05-05,172.33,PLN
2005-05-06,172.32,PLN
2005-05-09,172.35,PLN
2005-05-10,172.36,PLN
2005-05-11,172.34,PLN
2005-05-12,172.51,PLN
2005-05-13,172.58,PLN
2005-05-16,172.58,PLN
2005-05-17,172.57,PLN
2005-05-18,172.74,PLN
2005-05-19,172.96,PLN
2005-05-20,172.98,PLN
2005-05-23,173.06,PLN
2005-05-24,173.12,PLN
2005-05-25,173.00,PLN
2005-05-27,172.99,PLN
2005-05-30,173.15,PLN
2005-05-31,173.64,PLN
2005-06-01,174.02,PLN
2005-06-02,174.19,PLN
2005-06-03,174.25,PLN
2005-06-06,174.19,PLN
2005-06-07,174.45,PLN
2005-06-08,174.48,PLN
2005-06-09,174.39,PLN
2005-06-10,174.40,PLN
2005-06-13,174.20,PLN
2005-06-14,174.13,PLN
2005-06-15,174.01,PLN
2005-06-16,174.15,PLN
2005-06-17,174.66,PLN
2005-06-20,174.60,PLN
2005-06-21,174.77,PLN
2005-06-22,175.07,PLN
2005-06-23,175.22,PLN
2005-06-24,175.34,PLN
2005-06-27,175.38,PLN
2005-06-28,175.30,PLN
2005-06-29,175.96,PLN
2005-06-30,175.95,PLN
2005-07-01,176.19,PLN
2005-07-04,176.30,PLN
2005-07-05,176.39,PLN
2005-07-06,176.34,PLN
2005-07-07,176.28,PLN
2005-07-08,176.23,PLN
2005-07-11,176.19,PLN
2005-07-12,176.24,PLN
2005-07-13,176.01,PLN
2005-07-14,176.02,PLN
2005-07-15,176.40,PLN
2005-07-18,176.47,PLN
2005-07-19,176.19,PLN
2005-07-20,175.71,PLN
2005-07-21,175.81,PLN
2005-07-22,175.92,PLN
2005-07-25,175.69,PLN
2005-07-26,175.41,PLN
2005-07-27,175.58,PLN
2005-07-28,175.47,PLN
2005-07-29,175.44,PLN
2005-08-01,175.16,PLN
2005-08-02,175.37,PLN
2005-08-03,175.38,PLN
2005-08-04,175.54,PLN
2005-08-05,175.40,PLN
2005-08-08,175.55,PLN
2005-08-09,175.62,PLN
2005-08-10,175.72,PLN
2005-08-11,175.91,PLN
2005-08-12,176.08,PLN
2005-08-16,176.15,PLN
2005-08-17,175.73,PLN
2005-08-18,175.95,PLN
2005-08-19,175.85,PLN
2005-08-22,176.01,PLN
2005-08-23,176.31,PLN
2005-08-24,176.46,PLN
2005-08-25,176.34,PLN
2005-08-26,176.27,PLN
2005-08-29,176.44,PLN
2005-08-30,176.79,PLN
2005-08-31,177.03,PLN
2005-09-01,177.28,PLN
2005-09-02,177.27,PLN
2005-09-05,177.32,PLN
2005-09-06,177.30,PLN
2005-09-07,177.48,PLN
2005-09-08,177.50,PLN
2005-09-09,177.47,PLN
2005-09-12,177.47,PLN
2005-09-13,177.56,PLN
2005-09-14,177.59,PLN
2005-09-15,177.83,PLN
2005-09-16,178.04,PLN
2005-09-19,178.18,PLN
2005-09-20,178.41,PLN
2005-09-21,178.27,PLN
2005-09-22,177.90,PLN
2005-09-23,178.19,PLN
2005-09-26,177.87,PLN
2005-09-27,177.99,PLN
2005-09-28,177.65,PLN
2005-09-29,177.52,PLN
2005-09-30,177.40,PLN
2005-10-03,177.10,PLN
2005-10-04,177.06,PLN
2005-10-05,177.23,PLN
2005-10-06,177.26,PLN
2005-10-07,177.30,PLN
2005-10-10,177.42,PLN
2005-10-11,177.64,PLN
2005-10-12,177.47,PLN
2005-10-13,176.88,PLN
2005-10-14,176.83,PLN
2005-10-17,177.08,PLN
2005-10-18,176.97,PLN
2005-10-19,176.90,PLN
2005-10-20,176.99,PLN
2005-10-21,177.16,PLN
2005-10-24,177.31,PLN
2005-10-25,177.31,PLN
2005-10-26,176.48,PLN
2005-10-27,175.95,PLN
2005-10-28,175.69,PLN
2005-10-31,175.75,PLN
2005-11-02,175.98,PLN
2005-11-03,175.79,PLN
2005-11-04,175.03,PLN
2005-11-07,174.44,PLN
2005-11-08,175.04,PLN
2005-11-09,174.94,PLN
2005-11-10,175.03,PLN
2005-11-14,175.63,PLN
2005-11-15,175.99,PLN
2005-11-16,176.28,PLN
2005-11-17,176.27,PLN
2005-11-18,175.77,PLN
2005-11-21,175.90,PLN
2005-11-22,176.23,PLN
2005-11-23,176.72,PLN
2005-11-24,177.02,PLN
2005-11-25,176.92,PLN
2005-11-28,177.11,PLN
2005-11-29,176.56,PLN
2005-11-30,176.19,PLN
2005-12-01,176.28,PLN
2005-12-02,176.54,PLN
2005-12-05,176.54,PLN
2005-12-06,176.76,PLN
2005-12-07,176.54,PLN
2005-12-08,176.37,PLN
2005-12-09,176.34,PLN
2005-12-12,176.70,PLN
2005-12-13,176.87,PLN
2005-12-14,177.34,PLN
2005-12-15,177.44,PLN
2005-12-16,177.33,PLN
2005-12-19,177.59,PLN
2005-12-20,177.75,PLN
2005-12-21,177.78,PLN
2005-12-22,177.92,PLN
2005-12-23,178.15,PLN
2005-12-27,178.27,PLN
2005-12-28,178.08,PLN
2005-12-29,178.02,PLN
2005-12-30,178.01,PLN
2006-01-02,178.00,PLN
2006-01-03,178.10,PLN
2006-01-04,178.51,PLN
2006-01-05,178.52,PLN
2006-01-06,178.53,PLN
2006-01-09,178.98,PLN
2006-01-10,178.83,PLN
2006-01-11,179.10,PLN
2006-01-12,179.27,PLN
2006-01-13,179.17,PLN
2006-01-16,179.26,PLN
2006-01-17,178.94,PLN
2006-01-18,178.71,PLN
2006-01-19,178.83,PLN
2006-01-20,178.94,PLN
2006-01-23,179.01,PLN
2006-01-24,179.39,PLN
2006-01-25,179.40,PLN
2006-01-26,179.12,PLN
2006-01-27,179.04,PLN
2006-01-30,178.88,PLN
2006-01-31,178.93,PLN
2006-02-01,179.26,PLN
2006-02-02,179.26,PLN
2006-02-03,179.27,PLN
2006-02-06,179.53,PLN
2006-02-07,179.62,PLN
2006-02-08,179.58,PLN
2006-02-09,179.71,PLN
2006-02-10,179.90,PLN
2006-02-13,179.69,PLN
2006-02-14,179.96,PLN
2006-02-15,180.45,PLN
2006-02-16,180.67,PLN
2006-02-17,180.87,PLN
2006-02-20,180.91,PLN
2006-02-21,180.95,PLN
2006-02-22,180.89,PLN
2006-02-23,180.87,PLN
2006-02-24,180.82,PLN
2006-02-27,180.96,PLN
2006-02-28,181.19,PLN
2006-03-01,181.33,PLN
2006-03-02,181.22,PLN
2006-03-03,181.18,PLN
2006-03-06,181.10,PLN
2006-03-07,180.90,PLN
2006-03-08,180.69,PLN
2006-03-09,180.67,PLN
2006-03-10,180.68,PLN
2006-03-13,180.72,PLN
2006-03-14,181.05,PLN
2006-03-15,181.20,PLN
2006-03-16,181.43,PLN
2006-03-17,181.24,PLN
2006-03-20,181.11,PLN
2006-03-21,180.91,PLN
2006-03-22,180.90,PLN
2006-03-23,180.97,PLN
2006-03-24,181.13,PLN
2006-03-27,181.16,PLN
2006-03-28,180.83,PLN
2006-03-29,180.55,PLN
2006-03-30,180.64,PLN
2006-03-31,180.56,PLN
2006-04-03,180.73,PLN
2006-04-04,180.44,PLN
2006-04-05,180.52,PLN
2006-04-06,180.70,PLN
2006-04-07,180.66,PLN
2006-04-10,180.74,PLN
2006-04-11,180.93,PLN
2006-04-12,180.94,PLN
2006-04-13,180.75,PLN
2006-04-18,181.19,PLN
2006-04-19,181.32,PLN
2006-04-20,181.00,PLN
2006-04-21,181.04,PLN
2006-04-24,180.96,PLN
2006-04-25,180.89,PLN
2006-04-26,180.80,PLN
2006-04-27,180.68,PLN
2006-04-28,180.57,PLN
2006-05-02,180.66,PLN
2006-05-04,180.59,PLN
2006-05-05,180.88,PLN
2006-05-08,180.83,PLN
2006-05-09,180.81,PLN
2006-05-10,180.90,PLN
2006-05-11,180.89,PLN
2006-05-12,180.72,PLN
2006-05-15,180.29,PLN
2006-05-16,180.32,PLN
2006-05-17,180.35,PLN
2006-05-18,180.45,PLN
2006-05-19,180.25,PLN
2006-05-22,180.24,PLN
2006-05-23,180.37,PLN
2006-05-24,180.39,PLN
2006-05-25,180.51,PLN
2006-05-26,180.77,PLN
2006-05-29,180.80,PLN
2006-05-30,180.85,PLN
2006-05-31,180.61,PLN
2006-06-01,180.61,PLN
2006-06-02,180.88,PLN
2006-06-05,180.75,PLN
2006-06-06,180.66,PLN
2006-06-07,180.75,PLN
2006-06-08,180.64,PLN
2006-06-09,180.47,PLN
2006-06-12,180.25,PLN
2006-06-13,180.00,PLN
2006-06-14,180.03,PLN
2006-06-16,179.95,PLN
2006-06-19,179.91,PLN
2006-06-20,179.60,PLN
2006-06-21,178.93,PLN
2006-06-22,178.68,PLN
2006-06-23,177.94,PLN
2006-06-26,178.14,PLN
2006-06-27,178.44,PLN
2006-06-28,178.55,PLN
2006-06-29,178.55,PLN
2006-06-30,179.02,PLN
2006-07-03,179.43,PLN
2006-07-04,179.56,PLN
2006-07-05,179.10,PLN
2006-07-06,178.94,PLN
2006-07-07,178.82,PLN
2006-07-10,178.50,PLN
2006-07-11,178.91,PLN
2006-07-12,179.35,PLN
2006-07-13,179.17,PLN
2006-07-14,179.63,PLN
2006-07-17,179.72,PLN
2006-07-18,180.13,PLN
2006-07-19,180.19,PLN
2006-07-20,180.57,PLN
2006-07-21,180.53,PLN
2006-07-24,180.55,PLN
2006-07-25,180.70,PLN
2006-07-26,180.56,PLN
2006-07-27,180.37,PLN
