Data,Wartość dla NN Konserwatywny (A),Waluta
2002-11-13,157.84,PLN
2002-11-14,157.87,PLN
2002-11-15,157.90,PLN
2002-11-18,157.99,PLN
2002-11-19,158.08,PLN
2002-11-20,158.06,PLN
2002-11-21,158.09,PLN
2002-11-22,158.11,PLN
2002-11-25,158.20,PLN
2002-11-26,158.23,PLN
2002-11-27,158.24,PLN
2002-11-28,158.26,PLN
2002-11-29,158.26,PLN
2002-12-02,158.34,PLN
2002-12-03,158.36,PLN
2002-12-04,158.39,PLN
2002-12-05,158.42,PLN
2002-12-06,158.46,PLN
2002-12-09,158.55,PLN
2002-12-10,158.57,PLN
2002-12-11,158.58,PLN
2002-12-12,158.61,PLN
2002-12-13,158.64,PLN
2002-12-16,158.71,PLN
2002-12-17,158.74,PLN
2002-12-18,158.88,PLN
2002-12-19,158.90,PLN
2002-12-20,158.93,PLN
2002-12-23,159.00,PLN
2002-12-27,159.11,PLN
2002-12-30,159.19,PLN
2002-12-31,159.42,PLN
2003-01-02,159.48,PLN
2003-01-03,159.50,PLN
2003-01-06,159.55,PLN
2003-01-07,159.58,PLN
2003-01-08,159.60,PLN
2003-01-09,159.63,PLN
2003-01-10,159.65,PLN
2003-01-13,159.72,PLN
2003-01-14,159.74,PLN
2003-01-15,159.77,PLN
2003-01-16,159.79,PLN
2003-01-17,159.82,PLN
2003-01-20,159.88,PLN
2003-01-21,159.91,PLN
2003-01-22,159.93,PLN
2003-01-23,159.95,PLN
2003-01-24,159.98,PLN
2003-01-27,160.05,PLN
2003-01-28,160.07,PLN
2003-01-29,160.09,PLN
2003-01-30,160.11,PLN
2003-01-31,160.13,PLN
2003-02-03,160.20,PLN
2003-02-04,160.22,PLN
2003-02-05,160.24,PLN
2003-02-06,160.26,PLN
2003-02-07,160.28,PLN
2003-02-10,160.35,PLN
2003-02-11,160.38,PLN
2003-02-12,160.40,PLN
2003-02-13,160.41,PLN
2003-02-14,160.44,PLN
2003-02-17,160.51,PLN
2003-02-18,160.54,PLN
2003-02-19,160.56,PLN
2003-02-20,160.59,PLN
2003-02-21,160.61,PLN
2003-02-24,160.68,PLN
2003-02-25,160.71,PLN
2003-02-26,160.73,PLN
2003-02-27,160.75,PLN
2003-02-28,160.78,PLN
2003-03-03,160.84,PLN
2003-03-04,160.86,PLN
2003-03-05,160.94,PLN
2003-03-06,160.91,PLN
2003-03-07,160.94,PLN
2003-03-10,161.01,PLN
2003-03-11,161.03,PLN
2003-03-12,161.06,PLN
2003-03-13,161.09,PLN
2003-03-14,161.09,PLN
2003-03-17,161.16,PLN
2003-03-18,161.18,PLN
2003-03-19,161.21,PLN
2003-03-20,161.23,PLN
2003-03-21,161.27,PLN
2003-03-24,161.34,PLN
2003-03-25,161.35,PLN
2003-03-26,161.38,PLN
2003-03-27,161.40,PLN
2003-03-28,161.42,PLN
2003-03-31,161.49,PLN
2003-04-01,161.51,PLN
2003-04-02,161.52,PLN
2003-04-03,161.56,PLN
2003-04-04,161.61,PLN
2003-04-07,161.67,PLN
2003-04-08,161.70,PLN
2003-04-09,161.72,PLN
2003-04-10,161.76,PLN
2003-04-11,161.78,PLN
2003-04-14,161.84,PLN
2003-04-15,161.86,PLN
2003-04-16,161.88,PLN
2003-04-17,161.89,PLN
2003-04-22,162.01,PLN
2003-04-23,162.03,PLN
2003-04-24,162.05,PLN
2003-04-25,162.10,PLN
2003-04-28,162.18,PLN
2003-04-29,162.21,PLN
2003-04-30,162.43,PLN
2003-05-02,162.49,PLN
2003-05-05,162.54,PLN
2003-05-06,162.58,PLN
2003-05-07,162.60,PLN
2003-05-08,162.64,PLN
2003-05-09,162.67,PLN
2003-05-12,162.72,PLN
2003-05-13,162.75,PLN
2003-05-14,162.77,PLN
2003-05-15,162.79,PLN
2003-05-16,162.81,PLN
2003-05-19,162.88,PLN
2003-05-20,162.90,PLN
2003-05-21,162.85,PLN
2003-05-22,162.93,PLN
2003-05-23,162.96,PLN
2003-05-26,163.02,PLN
2003-05-27,163.04,PLN
2003-05-28,163.06,PLN
2003-05-29,163.07,PLN
2003-05-30,163.08,PLN
2003-06-02,163.20,PLN
2003-06-03,163.22,PLN
2003-06-04,163.24,PLN
2003-06-05,163.26,PLN
2003-06-06,163.29,PLN
2003-06-09,163.34,PLN
2003-06-10,163.36,PLN
2003-06-11,163.36,PLN
2003-06-12,163.38,PLN
2003-06-13,163.41,PLN
2003-06-16,163.47,PLN
2003-06-17,163.49,PLN
2003-06-18,163.51,PLN
2003-06-20,163.55,PLN
2003-06-23,163.59,PLN
2003-06-24,163.61,PLN
2003-06-25,163.62,PLN
2003-06-26,163.65,PLN
2003-06-27,163.67,PLN
2003-06-30,163.71,PLN
2003-07-01,163.74,PLN
2003-07-02,163.76,PLN
2003-07-03,163.78,PLN
2003-07-04,163.80,PLN
2003-07-07,163.85,PLN
2003-07-08,163.87,PLN
2003-07-09,163.88,PLN
2003-07-10,163.91,PLN
2003-07-11,163.93,PLN
2003-07-14,163.98,PLN
2003-07-15,164.00,PLN
2003-07-16,163.99,PLN
2003-07-17,163.91,PLN
2003-07-18,164.02,PLN
2003-07-21,164.07,PLN
2003-07-22,164.08,PLN
2003-07-23,164.10,PLN
2003-07-24,164.12,PLN
2003-07-25,164.15,PLN
2003-07-28,164.18,PLN
2003-07-29,164.20,PLN
2003-07-30,164.22,PLN
2003-07-31,164.23,PLN
2003-08-01,164.26,PLN
2003-08-04,164.31,PLN
2003-08-05,164.33,PLN
2003-08-06,164.35,PLN
2003-08-07,164.36,PLN
2003-08-08,164.39,PLN
2003-08-11,164.45,PLN
2003-08-12,164.47,PLN
2003-08-13,164.51,PLN
2003-08-14,164.51,PLN
2003-08-18,164.57,PLN
2003-08-19,164.60,PLN
2003-08-20,164.62,PLN
2003-08-21,164.65,PLN
2003-08-22,164.66,PLN
2003-08-25,164.71,PLN
2003-08-26,164.68,PLN
2003-08-27,164.74,PLN
2003-08-28,164.75,PLN
2003-08-29,164.75,PLN
2003-09-01,164.79,PLN
2003-09-02,164.82,PLN
2003-09-03,164.83,PLN
2003-09-04,164.85,PLN
2003-09-05,164.88,PLN
2003-09-08,164.92,PLN
2003-09-09,164.93,PLN
2003-09-10,164.95,PLN
2003-09-11,164.97,PLN
2003-09-12,165.00,PLN
2003-09-15,165.05,PLN
2003-09-16,165.07,PLN
2003-09-17,165.08,PLN
2003-09-18,165.09,PLN
2003-09-19,165.10,PLN
2003-09-22,165.16,PLN
2003-09-23,165.17,PLN
2003-09-24,165.17,PLN
2003-09-25,165.16,PLN
2003-09-26,165.16,PLN
2003-09-29,165.20,PLN
2003-09-30,165.23,PLN
2003-10-01,165.25,PLN
2003-10-02,165.27,PLN
2003-10-03,165.28,PLN
2003-10-06,165.33,PLN
2003-10-07,165.34,PLN
2003-10-08,165.37,PLN
2003-10-09,165.38,PLN
2003-10-10,165.41,PLN
2003-10-13,165.46,PLN
2003-10-14,165.48,PLN
2003-10-15,165.50,PLN
2003-10-16,165.51,PLN
2003-10-17,165.52,PLN
2003-10-20,165.53,PLN
2003-10-21,165.54,PLN
2003-10-22,165.53,PLN
2003-10-23,165.55,PLN
2003-10-24,165.54,PLN
2003-10-27,165.51,PLN
2003-10-28,165.52,PLN
2003-10-29,165.58,PLN
2003-10-30,165.55,PLN
2003-10-31,165.49,PLN
2003-11-03,165.47,PLN
2003-11-04,165.48,PLN
2003-11-05,165.55,PLN
2003-11-06,165.59,PLN
2003-11-07,165.64,PLN
2003-11-10,165.68,PLN
2003-11-12,165.73,PLN
2003-11-13,165.73,PLN
2003-11-14,165.76,PLN
2003-11-17,165.84,PLN
2003-11-18,165.87,PLN
2003-11-19,165.88,PLN
2003-11-20,165.87,PLN
2003-11-21,165.85,PLN
2003-11-24,165.90,PLN
2003-11-25,165.89,PLN
2003-11-26,165.87,PLN
2003-11-27,165.91,PLN
2003-11-28,165.92,PLN
2003-12-01,165.94,PLN
2003-12-02,165.95,PLN
2003-12-03,165.96,PLN
2003-12-04,165.96,PLN
2003-12-05,166.04,PLN
2003-12-08,166.13,PLN
2003-12-09,166.16,PLN
2003-12-10,166.19,PLN
2003-12-11,166.31,PLN
2003-12-12,166.31,PLN
2003-12-15,166.36,PLN
2003-12-16,166.38,PLN
2003-12-17,166.39,PLN
2003-12-18,166.43,PLN
2003-12-19,166.43,PLN
2003-12-22,166.49,PLN
2003-12-23,166.54,PLN
2003-12-29,166.66,PLN
2003-12-30,166.69,PLN
2003-12-31,166.68,PLN
2004-01-02,166.72,PLN
2004-01-05,166.80,PLN
2004-01-06,166.79,PLN
2004-01-07,166.81,PLN
2004-01-08,166.86,PLN
2004-01-09,166.93,PLN
2004-01-12,166.98,PLN
2004-01-13,166.99,PLN
2004-01-14,167.00,PLN
2004-01-15,166.98,PLN
2004-01-16,167.01,PLN
2004-01-19,167.04,PLN
2004-01-20,167.05,PLN
2004-01-21,167.10,PLN
2004-01-22,167.13,PLN
2004-01-23,167.15,PLN
2004-01-26,167.22,PLN
2004-01-27,167.23,PLN
2004-01-28,167.22,PLN
2004-01-29,167.24,PLN
2004-01-30,167.26,PLN
2004-02-02,167.33,PLN
2004-02-03,167.34,PLN
2004-02-04,167.37,PLN
2004-02-05,167.39,PLN
2004-02-06,167.39,PLN
2004-02-09,167.44,PLN
2004-02-10,167.46,PLN
2004-02-11,167.48,PLN
2004-02-12,167.50,PLN
2004-02-13,167.54,PLN
2004-02-16,167.60,PLN
2004-02-17,167.62,PLN
2004-02-18,167.64,PLN
2004-02-19,167.65,PLN
2004-02-20,167.67,PLN
2004-02-23,167.72,PLN
2004-02-24,167.75,PLN
2004-02-25,167.77,PLN
2004-02-26,167.78,PLN
2004-02-27,167.79,PLN
2004-03-01,167.84,PLN
2004-03-02,167.86,PLN
2004-03-03,167.87,PLN
2004-03-04,167.89,PLN
2004-03-05,167.91,PLN
2004-03-08,167.98,PLN
2004-03-09,168.00,PLN
2004-03-10,168.03,PLN
2004-03-11,168.04,PLN
2004-03-12,168.07,PLN
2004-03-15,168.14,PLN
2004-03-16,168.14,PLN
2004-03-17,168.16,PLN
2004-03-18,168.18,PLN
2004-03-19,168.20,PLN
2004-03-22,168.26,PLN
2004-03-23,168.28,PLN
2004-03-24,168.30,PLN
2004-03-25,168.33,PLN
2004-03-26,168.34,PLN
2004-03-29,168.40,PLN
2004-03-30,168.42,PLN
2004-03-31,168.44,PLN
2004-04-01,168.46,PLN
2004-04-02,168.47,PLN
2004-04-05,168.52,PLN
2004-04-06,168.52,PLN
2004-04-07,168.54,PLN
2004-04-08,168.56,PLN
2004-04-13,168.64,PLN
2004-04-14,168.68,PLN
2004-04-15,168.69,PLN
2004-04-16,168.70,PLN
2004-04-19,168.76,PLN
2004-04-20,168.79,PLN
2004-04-21,168.80,PLN
2004-04-22,168.81,PLN
2004-04-23,168.83,PLN
2004-04-26,168.87,PLN
2004-04-27,168.89,PLN
2004-04-28,168.91,PLN
2004-04-29,168.92,PLN
2004-04-30,168.95,PLN
2004-05-04,169.02,PLN
2004-05-05,169.05,PLN
2004-05-06,169.07,PLN
2004-05-07,169.08,PLN
2004-05-10,169.13,PLN
2004-05-11,169.15,PLN
2004-05-12,169.16,PLN
2004-05-13,169.19,PLN
2004-05-14,169.21,PLN
2004-05-17,169.26,PLN
2004-05-18,169.28,PLN
2004-05-19,169.33,PLN
2004-05-20,169.35,PLN
2004-05-21,169.36,PLN
2004-05-24,169.41,PLN
2004-05-25,169.46,PLN
2004-05-26,169.49,PLN
2004-05-27,169.51,PLN
2004-05-28,169.54,PLN
2004-05-31,169.61,PLN
2004-06-01,169.61,PLN
2004-06-02,169.64,PLN
2004-06-03,169.66,PLN
2004-06-04,169.69,PLN
2004-06-07,169.76,PLN
2004-06-08,169.78,PLN
2004-06-09,169.81,PLN
2004-06-11,169.85,PLN
2004-06-14,169.90,PLN
2004-06-15,169.93,PLN
2004-06-16,169.94,PLN
2004-06-17,169.97,PLN
2004-06-18,170.00,PLN
2004-06-21,170.06,PLN
2004-06-22,170.09,PLN
2004-06-23,170.12,PLN
2004-06-24,170.14,PLN
2004-06-25,170.16,PLN
2004-06-28,170.20,PLN
2004-06-29,170.23,PLN
2004-06-30,170.24,PLN
2004-07-01,170.26,PLN
2004-07-02,170.28,PLN
2004-07-05,170.34,PLN
2004-07-06,170.37,PLN
2004-07-07,170.38,PLN
2004-07-08,170.40,PLN
2004-07-09,170.43,PLN
2004-07-12,170.48,PLN
2004-07-13,170.48,PLN
2004-07-14,170.51,PLN
2004-07-15,170.55,PLN
2004-07-16,170.56,PLN
2004-07-19,170.62,PLN
2004-07-20,170.64,PLN
2004-07-21,170.68,PLN
2004-07-22,170.69,PLN
2004-07-23,170.72,PLN
2004-07-26,170.78,PLN
2004-07-27,170.80,PLN
2004-07-28,170.82,PLN
2004-07-29,170.84,PLN
2004-07-30,170.90,PLN
2004-08-02,170.95,PLN
2004-08-03,170.97,PLN
2004-08-04,170.98,PLN
2004-08-05,171.02,PLN
2004-08-06,171.04,PLN
2004-08-09,171.10,PLN
2004-08-10,171.13,PLN
2004-08-11,171.15,PLN
2004-08-12,171.17,PLN
2004-08-13,171.21,PLN
2004-08-16,171.27,PLN
2004-08-17,171.30,PLN
2004-08-18,171.34,PLN
2004-08-19,171.36,PLN
2004-08-20,171.39,PLN
2004-08-23,171.46,PLN
2004-08-24,171.48,PLN
2004-08-25,171.50,PLN
2004-08-26,171.53,PLN
2004-08-27,171.52,PLN
2004-08-30,171.58,PLN
2004-08-31,171.61,PLN
2004-09-01,171.63,PLN
2004-09-02,171.65,PLN
2004-09-03,171.68,PLN
2004-09-06,171.75,PLN
2004-09-07,171.76,PLN
2004-09-08,171.79,PLN
2004-09-09,171.81,PLN
2004-09-10,171.84,PLN
2004-09-13,171.89,PLN
2004-09-14,171.91,PLN
2004-09-15,171.94,PLN
2004-09-16,171.97,PLN
2004-09-17,172.01,PLN
2004-09-20,172.08,PLN
2004-09-21,172.08,PLN
2004-09-22,172.10,PLN
2004-09-23,172.13,PLN
2004-09-24,172.17,PLN
2004-09-27,172.23,PLN
2004-09-28,172.26,PLN
2004-09-29,172.29,PLN
2004-09-30,172.33,PLN
2004-10-01,172.37,PLN
2004-10-04,172.45,PLN
2004-10-05,172.46,PLN
2004-10-06,172.48,PLN
2004-10-07,172.51,PLN
2004-10-08,172.54,PLN
2004-10-11,172.60,PLN
2004-10-12,172.63,PLN
2004-10-13,172.67,PLN
2004-10-14,172.70,PLN
2004-10-15,172.73,PLN
2004-10-18,172.80,PLN
2004-10-19,172.81,PLN
2004-10-20,172.84,PLN
2004-10-21,172.86,PLN
2004-10-22,172.90,PLN
2004-10-25,172.98,PLN
2004-10-26,173.00,PLN
2004-10-27,173.02,PLN
2004-10-28,173.04,PLN
2004-10-29,173.08,PLN
2004-11-02,173.19,PLN
2004-11-03,173.21,PLN
2004-11-04,173.23,PLN
2004-11-05,173.26,PLN
2004-11-08,173.33,PLN
2004-11-09,173.37,PLN
2004-11-10,173.40,PLN
2004-11-12,173.47,PLN
2004-11-15,173.55,PLN
2004-11-16,173.57,PLN
2004-11-17,173.58,PLN
2004-11-18,173.61,PLN
2004-11-19,173.65,PLN
2004-11-22,173.72,PLN
2004-11-23,173.75,PLN
2004-11-24,173.79,PLN
2004-11-25,173.83,PLN
2004-11-26,173.87,PLN
2004-11-29,173.94,PLN
2004-11-30,173.96,PLN
2004-12-01,173.98,PLN
2004-12-02,174.02,PLN
2004-12-03,174.05,PLN
2004-12-06,174.14,PLN
2004-12-07,174.18,PLN
2004-12-08,174.21,PLN
2004-12-09,174.23,PLN
2004-12-10,174.27,PLN
2004-12-13,174.34,PLN
2004-12-14,174.36,PLN
2004-12-15,174.41,PLN
2004-12-16,174.44,PLN
2004-12-17,174.47,PLN
2004-12-20,174.54,PLN
2004-12-21,174.58,PLN
2004-12-22,174.62,PLN
2004-12-23,174.66,PLN
2004-12-24,174.69,PLN
2004-12-27,174.77,PLN
2004-12-28,174.80,PLN
2004-12-29,174.82,PLN
2004-12-30,174.85,PLN
2004-12-31,174.87,PLN
2005-01-03,175.01,PLN
2005-01-04,175.05,PLN
2005-01-05,175.05,PLN
2005-01-06,175.08,PLN
2005-01-07,175.10,PLN
2005-01-10,175.18,PLN
2005-01-11,175.21,PLN
2005-01-12,175.22,PLN
2005-01-13,175.24,PLN
2005-01-14,175.26,PLN
2005-01-17,175.36,PLN
2005-01-18,175.37,PLN
2005-01-19,175.39,PLN
2005-01-20,175.44,PLN
2005-01-21,175.47,PLN
2005-01-24,175.56,PLN
2005-01-25,175.59,PLN
2005-01-26,175.63,PLN
2005-01-27,175.65,PLN
2005-01-28,175.68,PLN
2005-01-31,175.76,PLN
2005-02-01,175.80,PLN
2005-02-02,175.93,PLN
2005-02-03,175.99,PLN
2005-02-04,176.03,PLN
2005-02-07,176.12,PLN
2005-02-08,176.16,PLN
2005-02-09,176.17,PLN
2005-02-10,176.20,PLN
2005-02-11,176.23,PLN
2005-02-14,176.30,PLN
2005-02-15,176.33,PLN
2005-02-16,176.39,PLN
2005-02-17,176.42,PLN
2005-02-18,176.45,PLN
2005-02-21,176.58,PLN
2005-02-22,176.59,PLN
2005-02-23,176.63,PLN
2005-02-24,176.66,PLN
2005-02-25,176.80,PLN
2005-02-28,176.89,PLN
2005-03-01,176.90,PLN
2005-03-02,176.91,PLN
2005-03-03,176.95,PLN
2005-03-04,176.97,PLN
2005-03-07,177.05,PLN
2005-03-08,177.08,PLN
2005-03-09,177.12,PLN
2005-03-10,177.13,PLN
2005-03-11,177.17,PLN
2005-03-14,177.24,PLN
2005-03-15,177.29,PLN
2005-03-16,177.25,PLN
2005-03-17,177.28,PLN
2005-03-18,177.33,PLN
2005-03-21,177.36,PLN
2005-03-22,177.42,PLN
2005-03-23,177.41,PLN
2005-03-24,177.44,PLN
2005-03-29,177.51,PLN
2005-03-30,177.58,PLN
2005-03-31,177.64,PLN
2005-04-01,177.69,PLN
2005-04-04,177.76,PLN
2005-04-05,177.76,PLN
2005-04-06,177.81,PLN
2005-04-07,177.85,PLN
2005-04-11,177.93,PLN
2005-04-12,177.92,PLN
2005-04-13,177.94,PLN
2005-04-14,177.96,PLN
2005-04-15,178.01,PLN
2005-04-18,178.08,PLN
2005-04-19,178.14,PLN
2005-04-20,178.18,PLN
2005-04-21,178.22,PLN
2005-04-22,178.26,PLN
2005-04-25,178.31,PLN
2005-04-26,178.38,PLN
2005-04-27,178.33,PLN
2005-04-28,178.49,PLN
2005-04-29,178.50,PLN
2005-05-02,178.58,PLN
2005-05-04,178.64,PLN
2005-05-05,178.71,PLN
2005-05-06,178.72,PLN
2005-05-09,178.77,PLN
2005-05-10,178.78,PLN
2005-05-11,178.79,PLN
2005-05-12,178.84,PLN
2005-05-13,178.86,PLN
2005-05-16,178.93,PLN
2005-05-17,178.95,PLN
2005-05-18,179.01,PLN
2005-05-19,179.07,PLN
2005-05-20,179.09,PLN
2005-05-23,179.14,PLN
2005-05-24,179.20,PLN
2005-05-25,179.20,PLN
2005-05-27,179.34,PLN
2005-05-30,179.40,PLN
2005-05-31,179.48,PLN
2005-06-01,179.55,PLN
2005-06-02,179.60,PLN
2005-06-03,179.64,PLN
2005-06-06,179.79,PLN
2005-06-07,179.77,PLN
2005-06-08,179.80,PLN
2005-06-09,179.83,PLN
2005-06-10,179.84,PLN
2005-06-13,179.86,PLN
2005-06-14,179.88,PLN
2005-06-15,179.94,PLN
2005-06-16,179.95,PLN
2005-06-17,180.01,PLN
2005-06-20,180.10,PLN
2005-06-21,180.13,PLN
2005-06-22,180.15,PLN
2005-06-23,180.20,PLN
2005-06-24,180.28,PLN
2005-06-27,180.29,PLN
2005-06-28,180.33,PLN
2005-06-29,180.38,PLN
2005-06-30,180.42,PLN
2005-07-01,180.49,PLN
2005-07-04,180.58,PLN
2005-07-05,180.62,PLN
2005-07-06,180.61,PLN
2005-07-07,180.63,PLN
2005-07-08,180.65,PLN
2005-07-11,180.72,PLN
2005-07-12,180.76,PLN
2005-07-13,180.76,PLN
2005-07-14,180.78,PLN
2005-07-15,180.86,PLN
2005-07-18,180.91,PLN
2005-07-19,180.89,PLN
2005-07-20,180.83,PLN
2005-07-21,180.89,PLN
2005-07-22,180.92,PLN
2005-07-25,180.94,PLN
2005-07-26,180.92,PLN
2005-07-27,180.97,PLN
2005-07-28,181.07,PLN
2005-07-29,181.14,PLN
2005-08-01,181.15,PLN
2005-08-02,181.17,PLN
2005-08-03,181.19,PLN
2005-08-04,181.22,PLN
2005-08-05,181.26,PLN
2005-08-08,181.30,PLN
2005-08-09,181.31,PLN
2005-08-10,181.35,PLN
2005-08-11,181.40,PLN
2005-08-12,181.43,PLN
2005-08-16,181.50,PLN
2005-08-17,181.45,PLN
2005-08-18,181.49,PLN
2005-08-19,181.49,PLN
2005-08-22,181.53,PLN
2005-08-23,181.59,PLN
2005-08-24,181.64,PLN
2005-08-25,181.67,PLN
2005-08-26,181.68,PLN
2005-08-29,181.73,PLN
2005-08-30,181.79,PLN
2005-08-31,181.83,PLN
2005-09-01,181.89,PLN
2005-09-02,181.89,PLN
2005-09-05,181.95,PLN
2005-09-06,181.97,PLN
2005-09-07,182.01,PLN
2005-09-08,182.04,PLN
2005-09-09,182.05,PLN
2005-09-12,182.08,PLN
2005-09-13,182.11,PLN
2005-09-14,182.14,PLN
2005-09-15,182.19,PLN
2005-09-16,182.23,PLN
2005-09-19,182.28,PLN
2005-09-20,182.32,PLN
2005-09-21,182.32,PLN
2005-09-22,182.31,PLN
2005-09-23,182.33,PLN
2005-09-26,182.36,PLN
2005-09-27,182.40,PLN
2005-09-28,182.39,PLN
2005-09-29,182.39,PLN
2005-09-30,182.40,PLN
2005-10-03,182.40,PLN
2005-10-04,182.42,PLN
2005-10-05,182.48,PLN
2005-10-06,182.48,PLN
2005-10-07,182.51,PLN
2005-10-10,182.54,PLN
2005-10-11,182.56,PLN
2005-10-12,182.58,PLN
2005-10-13,182.55,PLN
2005-10-14,182.56,PLN
2005-10-17,182.62,PLN
2005-10-18,182.63,PLN
2005-10-19,182.65,PLN
2005-10-20,182.69,PLN
2005-10-21,182.71,PLN
2005-10-24,182.75,PLN
2005-10-25,182.78,PLN
2005-10-26,182.71,PLN
2005-10-27,182.67,PLN
2005-10-28,182.68,PLN
2005-10-31,182.73,PLN
2005-11-02,182.77,PLN
2005-11-03,182.80,PLN
2005-11-04,182.72,PLN
2005-11-07,182.61,PLN
2005-11-08,182.68,PLN
2005-11-09,182.72,PLN
2005-11-10,182.70,PLN
2005-11-14,182.85,PLN
2005-11-15,182.92,PLN
2005-11-16,182.99,PLN
2005-11-17,183.01,PLN
2005-11-18,182.98,PLN
2005-11-21,183.02,PLN
2005-11-22,183.07,PLN
2005-11-23,183.12,PLN
2005-11-24,183.20,PLN
2005-11-25,183.14,PLN
2005-11-28,183.18,PLN
2005-11-29,183.13,PLN
2005-11-30,183.13,PLN
2005-12-01,183.09,PLN
2005-12-02,183.14,PLN
2005-12-05,183.18,PLN
2005-12-06,183.21,PLN
2005-12-07,183.19,PLN
2005-12-08,183.28,PLN
2005-12-09,183.25,PLN
2005-12-12,183.33,PLN
2005-12-13,183.36,PLN
2005-12-14,183.58,PLN
2005-12-15,183.64,PLN
2005-12-16,183.64,PLN
2005-12-19,183.67,PLN
2005-12-20,183.70,PLN
2005-12-21,183.71,PLN
2005-12-22,183.80,PLN
2005-12-23,183.83,PLN
2005-12-27,183.88,PLN
2005-12-28,183.85,PLN
2005-12-29,183.88,PLN
2005-12-30,183.87,PLN
2006-01-02,183.89,PLN
2006-01-03,183.90,PLN
2006-01-04,184.00,PLN
2006-01-05,184.04,PLN
2006-01-06,184.06,PLN
2006-01-09,184.15,PLN
2006-01-10,184.16,PLN
2006-01-11,184.22,PLN
2006-01-12,184.26,PLN
2006-01-13,184.29,PLN
2006-01-16,184.33,PLN
2006-01-17,184.29,PLN
2006-01-18,184.28,PLN
2006-01-19,184.32,PLN
2006-01-20,184.36,PLN
2006-01-23,184.39,PLN
2006-01-24,184.47,PLN
2006-01-25,184.51,PLN
2006-01-26,184.51,PLN
2006-01-27,184.53,PLN
2006-01-30,184.54,PLN
2006-01-31,184.55,PLN
2006-02-01,184.61,PLN
2006-02-02,184.64,PLN
2006-02-03,184.66,PLN
2006-02-06,184.71,PLN
2006-02-07,184.75,PLN
2006-02-08,184.76,PLN
2006-02-09,184.80,PLN
2006-02-10,184.82,PLN
2006-02-13,184.83,PLN
2006-02-14,184.90,PLN
2006-02-15,184.99,PLN
2006-02-16,185.02,PLN
2006-02-17,185.07,PLN
2006-02-20,185.12,PLN
2006-02-21,185.14,PLN
2006-02-22,185.15,PLN
2006-02-23,185.18,PLN
2006-02-24,185.16,PLN
2006-02-27,185.22,PLN
2006-02-28,185.29,PLN
2006-03-01,185.32,PLN
2006-03-02,185.35,PLN
2006-03-03,185.36,PLN
2006-03-06,185.38,PLN
2006-03-07,185.34,PLN
2006-03-08,185.35,PLN
2006-03-09,185.40,PLN
2006-03-10,185.40,PLN
2006-03-13,185.44,PLN
2006-03-14,185.43,PLN
2006-03-15,185.49,PLN
2006-03-16,185.53,PLN
2006-03-17,185.53,PLN
2006-03-20,185.54,PLN
2006-03-21,185.55,PLN
2006-03-22,185.57,PLN
2006-03-23,185.61,PLN
2006-03-24,185.62,PLN
2006-03-27,185.66,PLN
2006-03-28,185.64,PLN
2006-03-29,185.64,PLN
2006-03-30,185.67,PLN
2006-03-31,185.70,PLN
2006-04-03,185.72,PLN
2006-04-04,185.72,PLN
2006-04-05,185.73,PLN
2006-04-06,185.77,PLN
2006-04-07,185.77,PLN
2006-04-10,185.81,PLN
2006-04-11,185.84,PLN
2006-04-12,185.88,PLN
2006-04-13,185.89,PLN
2006-04-18,185.98,PLN
2006-04-19,185.99,PLN
2006-04-20,185.99,PLN
2006-04-21,186.00,PLN
2006-04-24,186.01,PLN
2006-04-25,186.03,PLN
2006-04-26,186.02,PLN
2006-04-27,186.05,PLN
2006-04-28,186.02,PLN
2006-05-02,186.08,PLN
2006-05-04,186.11,PLN
2006-05-05,186.14,PLN
2006-05-08,186.16,PLN
2006-05-09,186.17,PLN
2006-05-10,186.19,PLN
2006-05-11,186.23,PLN
2006-05-12,186.24,PLN
2006-05-15,186.21,PLN
2006-05-16,186.27,PLN
2006-05-17,186.27,PLN
2006-05-18,186.28,PLN
2006-05-19,186.29,PLN
2006-05-22,186.32,PLN
2006-05-23,186.33,PLN
2006-05-24,186.33,PLN
2006-05-25,186.35,PLN
2006-05-26,186.43,PLN
2006-05-29,186.42,PLN
2006-05-30,186.49,PLN
2006-05-31,186.48,PLN
2006-06-01,186.48,PLN
2006-06-02,186.49,PLN
2006-06-05,186.54,PLN
2006-06-06,186.52,PLN
2006-06-07,186.57,PLN
2006-06-08,186.55,PLN
2006-06-09,186.57,PLN
2006-06-12,186.54,PLN
2006-06-13,186.52,PLN
2006-06-14,186.57,PLN
2006-06-16,186.61,PLN
2006-06-19,186.63,PLN
2006-06-20,186.57,PLN
2006-06-21,186.45,PLN
2006-06-22,186.43,PLN
2006-06-23,186.36,PLN
2006-06-26,186.39,PLN
2006-06-27,186.53,PLN
2006-06-28,186.54,PLN
2006-06-29,186.68,PLN
2006-06-30,186.73,PLN
2006-07-03,186.74,PLN
2006-07-04,186.73,PLN
2006-07-05,186.68,PLN
2006-07-06,186.68,PLN
2006-07-07,186.71,PLN
2006-07-10,186.63,PLN
2006-07-11,186.72,PLN
2006-07-12,186.74,PLN
2006-07-13,186.81,PLN
2006-07-14,186.94,PLN
2006-07-17,187.05,PLN
2006-07-18,187.11,PLN
2006-07-19,187.07,PLN
2006-07-20,187.18,PLN
2006-07-21,187.30,PLN
2006-07-24,187.32,PLN
2006-07-25,187.32,PLN
