Data,Wartość dla NN Konserwatywny (A),Waluta
2010-04-13,218.44,PLN
2010-04-14,218.34,PLN
2010-04-15,218.61,PLN
2010-04-16,218.60,PLN
2010-04-19,218.76,PLN
2010-04-20,218.75,PLN
2010-04-21,218.71,PLN
2010-04-22,218.73,PLN
2010-04-23,218.79,PLN
2010-04-26,218.68,PLN
2010-04-27,218.78,PLN
2010-04-28,218.74,PLN
2010-04-29,219.00,PLN
2010-04-30,218.71,PLN
2010-05-04,218.75,PLN
2010-05-05,219.08,PLN
2010-05-06,218.78,PLN
2010-05-07,218.83,PLN
2010-05-10,219.02,PLN
2010-05-11,219.16,PLN
2010-05-12,219.12,PLN
2010-05-13,219.10,PLN
2010-05-14,219.18,PLN
2010-05-17,219.27,PLN
2010-05-18,219.27,PLN
2010-05-19,219.31,PLN
2010-05-20,219.07,PLN
2010-05-21,219.21,PLN
2010-05-24,219.28,PLN
2010-05-25,219.16,PLN
2010-05-26,219.14,PLN
2010-05-27,219.43,PLN
2010-05-28,219.29,PLN
2010-05-31,219.24,PLN
2010-06-01,219.31,PLN
2010-06-02,219.28,PLN
2010-06-04,219.36,PLN
2010-06-07,219.35,PLN
2010-06-08,219.35,PLN
2010-06-09,219.42,PLN
2010-06-10,219.44,PLN
2010-06-11,219.46,PLN
2010-06-14,219.45,PLN
2010-06-15,219.62,PLN
2010-06-16,219.52,PLN
2010-06-17,219.63,PLN
2010-06-18,219.49,PLN
2010-06-21,219.63,PLN
2010-06-22,219.58,PLN
2010-06-23,219.58,PLN
2010-06-24,219.66,PLN
2010-06-25,219.56,PLN
2010-06-28,219.60,PLN
2010-06-29,219.58,PLN
2010-06-30,219.81,PLN
2010-07-01,219.80,PLN
2010-07-02,219.83,PLN
2010-07-05,219.78,PLN
2010-07-06,219.81,PLN
2010-07-07,220.02,PLN
2010-07-08,219.93,PLN
2010-07-09,220.03,PLN
2010-07-12,220.12,PLN
2010-07-13,220.14,PLN
2010-07-14,220.14,PLN
2010-07-15,220.05,PLN
2010-07-16,220.25,PLN
2010-07-19,220.26,PLN
2010-07-20,220.22,PLN
2010-07-21,220.19,PLN
2010-07-22,220.35,PLN
2010-07-23,220.31,PLN
2010-07-26,220.30,PLN
2010-07-27,220.39,PLN
2010-07-28,220.38,PLN
2010-07-29,220.45,PLN
2010-07-30,220.45,PLN
2010-08-02,220.46,PLN
2010-08-03,220.42,PLN
2010-08-04,220.69,PLN
2010-08-05,220.66,PLN
2010-08-06,220.43,PLN
2010-08-09,220.55,PLN
2010-08-10,220.53,PLN
2010-08-11,220.54,PLN
2010-08-12,220.54,PLN
2010-08-13,220.63,PLN
2010-08-16,220.75,PLN
2010-08-17,220.62,PLN
2010-08-18,220.63,PLN
2010-08-19,220.69,PLN
2010-08-20,220.72,PLN
2010-08-23,220.88,PLN
2010-08-24,220.78,PLN
2010-08-25,220.97,PLN
2010-08-26,220.93,PLN
2010-08-27,221.00,PLN
2010-08-30,221.04,PLN
2010-08-31,221.01,PLN
2010-09-01,220.95,PLN
2010-09-02,221.06,PLN
2010-09-03,221.04,PLN
2010-09-06,221.11,PLN
2010-09-07,221.10,PLN
2010-09-08,221.14,PLN
2010-09-09,221.10,PLN
2010-09-10,221.14,PLN
2010-09-13,221.21,PLN
2010-09-14,221.14,PLN
2010-09-15,221.28,PLN
2010-09-16,221.25,PLN
2010-09-17,221.34,PLN
2010-09-20,221.37,PLN
2010-09-21,221.29,PLN
2010-09-22,221.39,PLN
2010-09-23,221.50,PLN
2010-09-24,221.44,PLN
2010-09-27,221.41,PLN
2010-09-28,221.49,PLN
2010-09-29,221.53,PLN
2010-09-30,221.55,PLN
2010-10-01,221.55,PLN
2010-10-04,221.63,PLN
2010-10-05,221.65,PLN
2010-10-06,221.72,PLN
2010-10-07,221.67,PLN
2010-10-08,221.70,PLN
2010-10-11,221.77,PLN
2010-10-12,221.83,PLN
2010-10-13,221.57,PLN
2010-10-14,221.83,PLN
2010-10-15,221.84,PLN
2010-10-18,221.86,PLN
2010-10-19,221.91,PLN
2010-10-20,221.82,PLN
2010-10-21,221.87,PLN
2010-10-22,221.97,PLN
2010-10-25,222.05,PLN
2010-10-26,222.05,PLN
2010-10-27,222.08,PLN
2010-10-28,222.07,PLN
2010-10-29,222.13,PLN
2010-11-02,222.19,PLN
2010-11-03,222.13,PLN
2010-11-04,222.17,PLN
2010-11-05,222.14,PLN
2010-11-08,222.25,PLN
2010-11-09,222.32,PLN
2010-11-10,222.33,PLN
2010-11-12,222.33,PLN
2010-11-15,222.35,PLN
2010-11-16,222.46,PLN
2010-11-17,222.44,PLN
2010-11-18,222.49,PLN
2010-11-19,222.51,PLN
2010-11-22,222.21,PLN
2010-11-23,222.56,PLN
2010-11-24,222.55,PLN
2010-11-25,222.54,PLN
2010-11-26,222.71,PLN
2010-11-29,222.61,PLN
2010-11-30,222.71,PLN
2010-12-01,222.78,PLN
2010-12-02,222.79,PLN
2010-12-03,222.82,PLN
2010-12-06,222.75,PLN
2010-12-07,222.89,PLN
2010-12-08,222.86,PLN
2010-12-09,222.90,PLN
2010-12-10,222.95,PLN
2010-12-13,222.91,PLN
2010-12-14,222.98,PLN
2010-12-15,223.03,PLN
2010-12-16,223.02,PLN
2010-12-17,223.06,PLN
2010-12-20,223.08,PLN
2010-12-21,223.10,PLN
2010-12-22,223.12,PLN
2010-12-23,223.13,PLN
2010-12-27,223.21,PLN
2010-12-28,223.18,PLN
2010-12-29,223.18,PLN
2010-12-30,223.30,PLN
2010-12-31,223.26,PLN
2011-01-03,223.31,PLN
2011-01-04,223.34,PLN
2011-01-05,223.32,PLN
2011-01-07,223.37,PLN
2011-01-10,223.36,PLN
2011-01-11,223.33,PLN
2011-01-12,223.41,PLN
2011-01-13,223.29,PLN
2011-01-14,223.50,PLN
2011-01-17,223.47,PLN
2011-01-18,223.47,PLN
2011-01-19,223.50,PLN
2011-01-20,223.58,PLN
2011-01-21,223.54,PLN
2011-01-24,223.61,PLN
2011-01-25,223.76,PLN
2011-01-26,223.71,PLN
2011-01-27,223.79,PLN
2011-01-28,223.79,PLN
2011-01-31,223.77,PLN
2011-02-01,223.77,PLN
2011-02-02,223.87,PLN
2011-02-03,223.84,PLN
2011-02-04,223.92,PLN
2011-02-07,223.91,PLN
2011-02-08,224.01,PLN
2011-02-09,223.99,PLN
2011-02-10,224.07,PLN
2011-02-11,224.06,PLN
2011-02-14,224.18,PLN
2011-02-15,224.08,PLN
2011-02-16,224.15,PLN
2011-02-17,224.15,PLN
2011-02-18,224.02,PLN
2011-02-21,224.24,PLN
2011-02-22,224.17,PLN
2011-02-23,224.21,PLN
2011-02-24,224.21,PLN
2011-02-25,224.28,PLN
2011-02-28,224.35,PLN
2011-03-01,224.27,PLN
2011-03-02,224.36,PLN
2011-03-03,224.35,PLN
2011-03-04,224.43,PLN
2011-03-07,224.38,PLN
2011-03-08,224.38,PLN
2011-03-09,224.41,PLN
2011-03-10,224.50,PLN
2011-03-11,224.46,PLN
2011-03-14,224.57,PLN
2011-03-15,224.53,PLN
2011-03-16,224.57,PLN
2011-03-17,224.65,PLN
2011-03-18,224.70,PLN
2011-03-21,224.73,PLN
2011-03-22,224.62,PLN
2011-03-23,224.74,PLN
2011-03-24,224.66,PLN
2011-03-25,224.73,PLN
2011-03-28,224.68,PLN
2011-03-29,224.98,PLN
2011-03-30,224.89,PLN
2011-03-31,224.91,PLN
2011-04-01,224.92,PLN
2011-04-04,224.91,PLN
2011-04-05,224.92,PLN
2011-04-06,224.90,PLN
2011-04-07,224.93,PLN
2011-04-08,224.96,PLN
2011-04-11,225.01,PLN
2011-04-12,225.19,PLN
2011-04-13,225.10,PLN
2011-04-14,225.52,PLN
2011-04-15,224.97,PLN
2011-04-18,225.03,PLN
2011-04-19,225.30,PLN
2011-04-20,225.30,PLN
2011-04-21,225.37,PLN
2011-04-26,225.44,PLN
2011-04-27,225.43,PLN
2011-04-28,225.49,PLN
2011-04-29,225.53,PLN
2011-05-02,225.61,PLN
2011-05-04,225.62,PLN
2011-05-05,225.69,PLN
2011-05-06,225.55,PLN
2011-05-09,225.69,PLN
2011-05-10,225.68,PLN
2011-05-11,225.69,PLN
2011-05-12,225.90,PLN
2011-05-13,225.77,PLN
2011-05-16,225.92,PLN
2011-05-17,226.02,PLN
2011-05-18,225.95,PLN
2011-05-19,225.92,PLN
2011-05-20,225.97,PLN
2011-05-23,226.01,PLN
2011-05-24,225.93,PLN
2011-05-25,226.06,PLN
2011-05-26,226.14,PLN
2011-05-27,226.06,PLN
2011-05-30,226.15,PLN
2011-05-31,226.14,PLN
2011-06-01,226.30,PLN
2011-06-02,226.30,PLN
2011-06-03,226.26,PLN
2011-06-06,226.42,PLN
2011-06-07,226.57,PLN
2011-06-08,226.56,PLN
2011-06-09,226.69,PLN
2011-06-10,226.56,PLN
2011-06-13,226.69,PLN
2011-06-14,226.68,PLN
2011-06-15,226.82,PLN
2011-06-16,226.76,PLN
2011-06-17,226.81,PLN
2011-06-20,226.79,PLN
2011-06-21,226.97,PLN
2011-06-22,227.01,PLN
2011-06-24,227.06,PLN
2011-06-27,227.05,PLN
2011-06-28,227.10,PLN
2011-06-29,227.16,PLN
2011-06-30,227.05,PLN
2011-07-01,227.19,PLN
2011-07-04,227.01,PLN
2011-07-05,227.20,PLN
2011-07-06,227.28,PLN
2011-07-07,227.31,PLN
2011-07-08,227.30,PLN
2011-07-11,227.28,PLN
2011-07-12,227.22,PLN
2011-07-13,227.32,PLN
2011-07-14,227.38,PLN
2011-07-15,227.46,PLN
2011-07-18,227.42,PLN
2011-07-19,227.53,PLN
2011-07-20,227.65,PLN
2011-07-21,227.58,PLN
2011-07-22,227.85,PLN
2011-07-25,227.82,PLN
2011-07-26,227.90,PLN
2011-07-27,227.87,PLN
2011-07-28,227.93,PLN
2011-07-29,227.90,PLN
2011-08-01,228.20,PLN
2011-08-02,228.09,PLN
2011-08-03,228.18,PLN
2011-08-04,228.21,PLN
2011-08-05,228.23,PLN
2011-08-08,228.16,PLN
2011-08-09,227.96,PLN
2011-08-10,228.15,PLN
2011-08-11,227.94,PLN
2011-08-12,227.91,PLN
2011-08-16,228.16,PLN
2011-08-17,228.21,PLN
2011-08-18,228.12,PLN
2011-08-19,228.09,PLN
2011-08-22,228.17,PLN
2011-08-23,228.41,PLN
2011-08-24,228.32,PLN
2011-08-25,228.25,PLN
2011-08-26,228.41,PLN
2011-08-29,228.37,PLN
2011-08-30,228.47,PLN
2011-08-31,228.47,PLN
2011-09-01,228.50,PLN
2011-09-02,228.66,PLN
2011-09-05,228.64,PLN
2011-09-06,228.69,PLN
2011-09-07,228.69,PLN
2011-09-08,228.77,PLN
2011-09-09,228.82,PLN
2011-09-12,228.64,PLN
2011-09-13,228.82,PLN
2011-09-14,228.87,PLN
2011-09-15,228.94,PLN
2011-09-16,229.02,PLN
2011-09-19,229.02,PLN
2011-09-20,229.04,PLN
2011-09-21,229.00,PLN
2011-09-22,228.94,PLN
2011-09-23,228.87,PLN
2011-09-26,229.28,PLN
2011-09-27,229.20,PLN
2011-09-28,229.03,PLN
2011-09-29,229.41,PLN
2011-09-30,229.22,PLN
2011-10-03,229.00,PLN
2011-10-04,229.01,PLN
2011-10-05,229.22,PLN
2011-10-06,229.22,PLN
2011-10-07,229.32,PLN
2011-10-10,229.36,PLN
2011-10-11,229.38,PLN
2011-10-12,229.56,PLN
2011-10-13,229.46,PLN
2011-10-14,229.51,PLN
2011-10-17,229.58,PLN
2011-10-18,229.58,PLN
2011-10-19,229.65,PLN
2011-10-20,229.77,PLN
2011-10-21,229.61,PLN
2011-10-24,229.82,PLN
2011-10-25,229.79,PLN
2011-10-26,229.86,PLN
2011-10-27,229.88,PLN
2011-10-28,230.00,PLN
2011-10-31,229.95,PLN
2011-11-02,229.98,PLN
2011-11-03,230.09,PLN
2011-11-04,230.19,PLN
2011-11-07,230.32,PLN
2011-11-08,230.25,PLN
2011-11-09,230.26,PLN
2011-11-10,230.25,PLN
2011-11-14,230.24,PLN
2011-11-15,230.12,PLN
2011-11-16,230.23,PLN
2011-11-17,230.34,PLN
2011-11-18,230.34,PLN
2011-11-21,230.60,PLN
2011-11-22,230.18,PLN
2011-11-23,230.27,PLN
2011-11-24,230.27,PLN
2011-11-25,230.18,PLN
2011-11-28,230.34,PLN
2011-11-29,230.35,PLN
2011-11-30,230.48,PLN
2011-12-01,230.51,PLN
2011-12-02,230.55,PLN
2011-12-05,230.95,PLN
2011-12-06,231.01,PLN
2011-12-07,230.67,PLN
2011-12-08,230.60,PLN
2011-12-09,230.63,PLN
2011-12-12,230.62,PLN
2011-12-13,230.61,PLN
2011-12-14,230.60,PLN
2011-12-15,230.76,PLN
2011-12-16,230.82,PLN
2011-12-19,230.92,PLN
2011-12-20,230.93,PLN
2011-12-21,231.18,PLN
2011-12-22,231.15,PLN
2011-12-23,231.14,PLN
2011-12-27,231.16,PLN
2011-12-28,231.18,PLN
2011-12-29,231.16,PLN
2011-12-30,231.24,PLN
2012-01-02,231.32,PLN
2012-01-03,231.33,PLN
2012-01-04,231.31,PLN
2012-01-05,231.46,PLN
2012-01-09,231.65,PLN
2012-01-10,231.59,PLN
2012-01-11,231.59,PLN
2012-01-12,231.62,PLN
2012-01-13,231.61,PLN
2012-01-16,231.73,PLN
2012-01-17,231.82,PLN
2012-01-18,231.90,PLN
2012-01-19,232.02,PLN
2012-01-20,232.05,PLN
2012-01-23,232.31,PLN
2012-01-24,232.35,PLN
2012-01-25,232.42,PLN
2012-01-26,232.54,PLN
2012-01-27,232.55,PLN
2012-01-30,232.63,PLN
2012-01-31,232.72,PLN
2012-02-01,232.76,PLN
2012-02-02,232.96,PLN
2012-02-03,232.87,PLN
2012-02-06,232.93,PLN
2012-02-07,232.90,PLN
2012-02-08,232.98,PLN
2012-02-09,233.04,PLN
2012-02-10,232.98,PLN
2012-02-13,233.16,PLN
2012-02-14,233.15,PLN
2012-02-15,233.17,PLN
2012-02-16,233.40,PLN
2012-02-17,233.30,PLN
2012-02-20,233.03,PLN
2012-02-21,233.31,PLN
2012-02-22,233.28,PLN
2012-02-23,233.31,PLN
2012-02-24,233.39,PLN
2012-02-27,233.60,PLN
2012-02-28,233.51,PLN
2012-02-29,233.59,PLN
2012-03-01,233.65,PLN
2012-03-02,233.66,PLN
2012-03-05,233.83,PLN
2012-03-06,233.67,PLN
2012-03-07,233.82,PLN
2012-03-08,233.89,PLN
2012-03-09,233.97,PLN
2012-03-12,233.97,PLN
2012-03-13,234.12,PLN
2012-03-14,234.16,PLN
2012-03-15,234.33,PLN
2012-03-16,234.27,PLN
2012-03-19,234.32,PLN
2012-03-20,234.31,PLN
2012-03-21,234.35,PLN
2012-03-22,234.40,PLN
2012-03-23,234.42,PLN
2012-03-26,234.43,PLN
2012-03-27,234.50,PLN
2012-03-28,234.43,PLN
2012-03-29,234.48,PLN
2012-03-30,234.45,PLN
2012-04-02,234.61,PLN
2012-04-03,234.63,PLN
2012-04-04,234.81,PLN
2012-04-05,234.60,PLN
2012-04-10,234.85,PLN
2012-04-11,234.67,PLN
2012-04-12,234.76,PLN
2012-04-13,234.76,PLN
2012-04-16,234.77,PLN
2012-04-17,234.78,PLN
2012-04-18,235.06,PLN
2012-04-19,234.99,PLN
2012-04-20,234.97,PLN
2012-04-23,235.08,PLN
2012-04-24,235.22,PLN
2012-04-25,235.26,PLN
2012-04-26,235.33,PLN
2012-04-27,235.37,PLN
2012-04-30,235.43,PLN
2012-05-02,235.59,PLN
2012-05-04,235.61,PLN
2012-05-07,235.62,PLN
2012-05-08,235.70,PLN
2012-05-09,235.63,PLN
2012-05-10,235.68,PLN
2012-05-11,235.74,PLN
2012-05-14,235.65,PLN
2012-05-15,235.92,PLN
2012-05-16,235.63,PLN
2012-05-17,235.60,PLN
2012-05-18,235.50,PLN
2012-05-21,235.62,PLN
2012-05-22,235.71,PLN
2012-05-23,235.68,PLN
2012-05-24,235.72,PLN
2012-05-25,235.72,PLN
2012-05-28,235.79,PLN
2012-05-29,235.86,PLN
2012-05-30,235.82,PLN
2012-05-31,235.89,PLN
2012-06-01,235.88,PLN
2012-06-04,236.04,PLN
2012-06-05,236.03,PLN
2012-06-06,236.08,PLN
2012-06-08,236.12,PLN
2012-06-11,236.19,PLN
2012-06-12,236.17,PLN
2012-06-13,236.26,PLN
2012-06-14,236.40,PLN
2012-06-15,236.29,PLN
2012-06-18,236.49,PLN
2012-06-19,236.39,PLN
2012-06-20,236.52,PLN
2012-06-21,236.53,PLN
2012-06-22,236.72,PLN
2012-06-25,236.68,PLN
2012-06-26,236.67,PLN
2012-06-27,236.74,PLN
2012-06-28,236.70,PLN
2012-06-29,236.82,PLN
2012-07-02,236.90,PLN
2012-07-03,237.04,PLN
2012-07-04,237.13,PLN
2012-07-05,237.13,PLN
2012-07-06,237.06,PLN
2012-07-09,237.21,PLN
2012-07-10,237.32,PLN
2012-07-11,237.30,PLN
2012-07-12,237.51,PLN
2012-07-13,237.57,PLN
2012-07-16,237.68,PLN
2012-07-17,237.73,PLN
2012-07-18,237.68,PLN
2012-07-19,238.00,PLN
2012-07-20,237.90,PLN
2012-07-23,237.92,PLN
2012-07-24,237.86,PLN
2012-07-25,237.95,PLN
2012-07-26,238.00,PLN
2012-07-27,237.93,PLN
2012-07-30,238.00,PLN
2012-07-31,238.09,PLN
2012-08-01,238.18,PLN
2012-08-02,238.21,PLN
2012-08-03,238.34,PLN
2012-08-06,238.30,PLN
2012-08-07,238.39,PLN
2012-08-08,238.39,PLN
2012-08-09,238.38,PLN
2012-08-10,238.34,PLN
2012-08-13,238.42,PLN
2012-08-14,238.42,PLN
2012-08-16,238.47,PLN
2012-08-17,238.53,PLN
2012-08-20,238.73,PLN
2012-08-21,238.69,PLN
2012-08-22,238.71,PLN
2012-08-23,238.77,PLN
2012-08-24,238.68,PLN
2012-08-27,238.75,PLN
2012-08-28,238.89,PLN
2012-08-29,238.90,PLN
2012-08-30,238.80,PLN
2012-08-31,238.79,PLN
2012-09-03,239.00,PLN
2012-09-04,239.05,PLN
2012-09-05,238.98,PLN
2012-09-06,239.02,PLN
2012-09-07,239.08,PLN
2012-09-10,239.16,PLN
2012-09-11,239.20,PLN
2012-09-12,239.12,PLN
2012-09-13,239.14,PLN
2012-09-14,239.12,PLN
2012-09-17,239.15,PLN
2012-09-18,239.19,PLN
2012-09-19,239.24,PLN
2012-09-20,239.25,PLN
2012-09-21,239.26,PLN
2012-09-24,239.33,PLN
2012-09-25,239.41,PLN
2012-09-26,239.44,PLN
2012-09-27,239.69,PLN
2012-09-28,239.56,PLN
2012-10-01,239.63,PLN
2012-10-02,239.66,PLN
2012-10-03,239.75,PLN
2012-10-04,239.80,PLN
2012-10-05,239.86,PLN
2012-10-08,239.91,PLN
2012-10-09,239.96,PLN
2012-10-10,240.08,PLN
2012-10-11,240.13,PLN
2012-10-12,240.35,PLN
2012-10-15,240.34,PLN
2012-10-16,240.33,PLN
2012-10-17,240.43,PLN
2012-10-18,240.51,PLN
2012-10-19,240.64,PLN
2012-10-22,240.63,PLN
2012-10-23,240.71,PLN
2012-10-24,240.64,PLN
2012-10-25,240.80,PLN
2012-10-26,240.68,PLN
2012-10-29,240.79,PLN
2012-10-30,240.87,PLN
2012-10-31,240.90,PLN
2012-11-02,241.20,PLN
2012-11-05,241.26,PLN
2012-11-06,241.34,PLN
2012-11-07,241.38,PLN
2012-11-08,241.49,PLN
2012-11-09,241.53,PLN
2012-11-12,241.81,PLN
2012-11-13,241.79,PLN
2012-11-14,241.72,PLN
2012-11-15,241.80,PLN
2012-11-16,241.68,PLN
2012-11-19,241.88,PLN
2012-11-20,241.90,PLN
2012-11-21,242.18,PLN
2012-11-22,242.21,PLN
2012-11-23,242.36,PLN
2012-11-26,242.53,PLN
2012-11-27,242.50,PLN
2012-11-28,242.74,PLN
2012-11-29,242.72,PLN
2012-11-30,242.68,PLN
2012-12-03,242.87,PLN
2012-12-04,242.96,PLN
2012-12-05,243.06,PLN
2012-12-06,243.20,PLN
2012-12-07,243.39,PLN
2012-12-10,243.59,PLN
2012-12-11,243.59,PLN
2012-12-12,243.56,PLN
2012-12-13,243.54,PLN
2012-12-14,243.49,PLN
2012-12-17,243.59,PLN
2012-12-18,243.62,PLN
2012-12-19,243.72,PLN
2012-12-20,243.88,PLN
2012-12-21,243.97,PLN
2012-12-27,244.07,PLN
2012-12-28,244.12,PLN
2013-01-02,244.15,PLN
2013-01-03,244.08,PLN
2013-01-04,243.96,PLN
2013-01-07,244.11,PLN
2013-01-08,244.34,PLN
2013-01-09,244.25,PLN
2013-01-10,244.18,PLN
2013-01-11,244.02,PLN
2013-01-14,244.10,PLN
2013-01-15,244.03,PLN
2013-01-16,244.01,PLN
2013-01-17,244.09,PLN
2013-01-18,244.19,PLN
2013-01-21,244.24,PLN
2013-01-22,244.30,PLN
2013-01-23,244.45,PLN
2013-01-24,244.49,PLN
2013-01-25,244.49,PLN
2013-01-28,244.45,PLN
2013-01-29,244.49,PLN
2013-01-30,244.50,PLN
2013-01-31,244.56,PLN
2013-02-01,244.51,PLN
2013-02-04,244.59,PLN
2013-02-05,244.62,PLN
2013-02-06,244.60,PLN
2013-02-07,244.53,PLN
2013-02-08,244.56,PLN
2013-02-11,244.57,PLN
2013-02-12,244.57,PLN
2013-02-13,244.50,PLN
2013-02-14,244.56,PLN
2013-02-15,244.60,PLN
2013-02-18,244.69,PLN
2013-02-19,244.69,PLN
2013-02-20,244.66,PLN
2013-02-21,244.75,PLN
2013-02-22,244.78,PLN
2013-02-25,244.81,PLN
2013-02-26,244.84,PLN
2013-02-27,244.90,PLN
2013-02-28,244.96,PLN
2013-03-01,244.96,PLN
2013-03-04,245.03,PLN
2013-03-05,245.01,PLN
2013-03-06,245.12,PLN
2013-03-07,245.23,PLN
2013-03-08,245.21,PLN
2013-03-11,245.33,PLN
2013-03-12,245.38,PLN
2013-03-13,245.43,PLN
2013-03-14,245.49,PLN
2013-03-15,245.52,PLN
2013-03-18,245.60,PLN
2013-03-19,245.56,PLN
2013-03-20,245.49,PLN
2013-03-21,245.43,PLN
2013-03-22,245.48,PLN
2013-03-25,245.59,PLN
2013-03-26,245.58,PLN
2013-03-27,245.60,PLN
2013-03-28,245.60,PLN
2013-04-02,245.74,PLN
2013-04-03,245.79,PLN
2013-04-04,245.86,PLN
2013-04-05,246.01,PLN
2013-04-08,246.23,PLN
2013-04-09,246.18,PLN
2013-04-10,246.19,PLN
2013-04-11,246.17,PLN
2013-04-12,246.21,PLN
2013-04-15,246.29,PLN
2013-04-17,246.39,PLN
2013-04-18,246.46,PLN
2013-04-19,246.48,PLN
2013-04-22,246.57,PLN
2013-04-23,246.68,PLN
2013-04-24,246.74,PLN
2013-04-25,246.79,PLN
2013-04-26,246.88,PLN
2013-04-29,246.99,PLN
2013-04-30,247.03,PLN
2013-05-02,247.10,PLN
2013-05-06,247.11,PLN
2013-05-07,247.09,PLN
2013-05-08,247.21,PLN
2013-05-09,247.30,PLN
2013-05-10,247.26,PLN
2013-05-13,247.30,PLN
2013-05-14,247.34,PLN
2013-05-15,247.34,PLN
2013-05-16,247.32,PLN
2013-05-17,247.37,PLN
2013-05-20,247.31,PLN
2013-05-21,247.29,PLN
2013-05-22,247.31,PLN
2013-05-23,247.08,PLN
2013-05-24,247.17,PLN
2013-05-27,247.20,PLN
2013-05-28,247.22,PLN
2013-05-29,247.22,PLN
2013-05-31,247.21,PLN
2013-06-03,247.19,PLN
2013-06-04,247.25,PLN
2013-06-05,247.20,PLN
2013-06-06,246.90,PLN
2013-06-07,246.99,PLN
2013-06-10,246.83,PLN
2013-06-11,246.75,PLN
2013-06-12,246.89,PLN
2013-06-13,247.04,PLN
2013-06-14,247.15,PLN
2013-06-17,247.06,PLN
2013-06-18,246.94,PLN
2013-06-19,247.00,PLN
2013-06-20,246.53,PLN
2013-06-21,246.37,PLN
2013-06-24,245.93,PLN
2013-06-25,246.03,PLN
2013-06-26,246.10,PLN
2013-06-27,246.39,PLN
2013-06-28,246.38,PLN
2013-07-01,246.39,PLN
2013-07-02,246.52,PLN
2013-07-03,246.51,PLN
2013-07-04,246.92,PLN
2013-07-05,246.88,PLN
2013-07-08,246.93,PLN
2013-07-09,247.13,PLN
2013-07-10,247.07,PLN
2013-07-11,247.14,PLN
2013-07-12,247.19,PLN
2013-07-15,247.22,PLN
2013-07-16,247.18,PLN
2013-07-17,247.15,PLN
2013-07-18,247.21,PLN
2013-07-19,247.32,PLN
2013-07-22,247.40,PLN
2013-07-23,247.29,PLN
2013-07-24,247.29,PLN
2013-07-25,247.34,PLN
2013-07-26,247.39,PLN
2013-07-29,247.47,PLN
2013-07-30,247.50,PLN
2013-07-31,247.49,PLN
2013-08-01,247.47,PLN
2013-08-02,247.45,PLN
2013-08-05,247.47,PLN
2013-08-06,247.50,PLN
2013-08-07,247.53,PLN
2013-08-08,247.61,PLN
2013-08-09,247.62,PLN
2013-08-12,247.66,PLN
2013-08-13,247.61,PLN
2013-08-14,247.54,PLN
2013-08-16,247.53,PLN
2013-08-19,247.55,PLN
2013-08-20,247.66,PLN
2013-08-21,247.61,PLN
2013-08-22,247.66,PLN
2013-08-23,247.68,PLN
2013-08-26,247.77,PLN
2013-08-27,247.74,PLN
2013-08-28,247.67,PLN
2013-08-29,247.67,PLN
2013-08-30,247.66,PLN
2013-09-02,247.73,PLN
2013-09-03,247.63,PLN
2013-09-04,247.52,PLN
2013-09-05,247.31,PLN
2013-09-06,247.25,PLN
2013-09-09,247.46,PLN
2013-09-10,247.49,PLN
2013-09-11,247.66,PLN
2013-09-12,247.69,PLN
2013-09-13,247.67,PLN
2013-09-16,247.78,PLN
2013-09-17,247.77,PLN
2013-09-18,247.83,PLN
2013-09-19,247.85,PLN
2013-09-20,247.87,PLN
2013-09-23,247.92,PLN
2013-09-24,248.00,PLN
2013-09-25,247.94,PLN
2013-09-26,247.93,PLN
2013-09-27,247.97,PLN
2013-09-30,248.00,PLN
2013-10-01,248.03,PLN
2013-10-02,248.10,PLN
2013-10-03,248.07,PLN
2013-10-04,248.10,PLN
2013-10-07,248.22,PLN
2013-10-08,248.28,PLN
2013-10-09,248.31,PLN
2013-10-10,248.34,PLN
2013-10-11,248.41,PLN
2013-10-14,248.57,PLN
2013-10-15,248.56,PLN
2013-10-16,248.60,PLN
2013-10-17,248.61,PLN
2013-10-18,248.69,PLN
2013-10-21,248.70,PLN
2013-10-22,248.72,PLN
2013-10-23,248.73,PLN
2013-10-24,248.81,PLN
2013-10-25,248.82,PLN
2013-10-28,248.86,PLN
2013-10-29,248.82,PLN
2013-10-30,248.77,PLN
2013-10-31,248.81,PLN
2013-11-04,248.87,PLN
2013-11-05,248.86,PLN
2013-11-06,248.90,PLN
2013-11-07,248.97,PLN
2013-11-08,248.93,PLN
2013-11-12,248.95,PLN
2013-11-13,249.03,PLN
2013-11-14,249.07,PLN
2013-11-15,249.09,PLN
2013-11-18,249.04,PLN
2013-11-19,249.04,PLN
2013-11-20,249.00,PLN
2013-11-21,249.05,PLN
2013-11-22,249.10,PLN
2013-11-25,249.15,PLN
2013-11-26,249.12,PLN
2013-11-27,249.08,PLN
2013-11-28,249.08,PLN
2013-11-29,249.12,PLN
2013-12-02,249.08,PLN
2013-12-03,249.10,PLN
2013-12-04,248.98,PLN
2013-12-05,249.03,PLN
2013-12-06,249.05,PLN
2013-12-09,249.16,PLN
2013-12-10,249.22,PLN
2013-12-11,249.17,PLN
2013-12-12,249.17,PLN
2013-12-13,249.18,PLN
2013-12-16,249.26,PLN
2013-12-17,249.27,PLN
2013-12-18,249.27,PLN
2013-12-19,249.37,PLN
2013-12-20,249.43,PLN
2013-12-23,249.55,PLN
2013-12-27,249.58,PLN
2013-12-30,249.67,PLN
